zip,ruca,population,median_household_income,within_10_miles_count
3226,Suburban,825,"$91,071",1.0
3227,Rural,"1,364","$127,813",0.0
3229,Suburban,"5,941","$100,665",0.0
3230,Rural,"1,366","$60,268",0.0
3231,Rural,138,"$90,804",0.0
3233,Rural,235,"$116,034",0.0
3234,Suburban,"4,843","$96,607",1.0
3235,Suburban,"8,859","$61,678",1.0
3237,Suburban,"2,100","$84,199",0.0
3238,Rural,84,"$39,250",0.0
3240,Rural,"1,125","$70,625",0.0
3241,Rural,"1,010","$81,607",1.0
3242,Rural,"5,671","$79,500",0.0
3243,Rural,881,"$77,019",1.0
3244,Suburban,"7,632","$84,861",0.0
3245,Suburban,"2,092","$78,304",1.0
3246,Urban,"16,847","$63,812",1.0
3249,Urban,"7,642","$102,358",1.0
3251,Rural,"1,401","$58,917",0.0
3253,Suburban,"6,630","$61,359",1.0
3254,Rural,"4,876","$82,526",0.0
3255,Rural,"1,902","$102,273",0.0
3256,Suburban,"2,572","$74,509",0.0
3257,Rural,"4,261","$81,984",0.0
3258,Suburban,"2,677","$110,291",1.0
3259,Rural,250,"$71,616",0.0
3260,Rural,"1,027","$110,089",0.0
3261,Suburban,"4,601","$104,653",0.0
3262,Rural,"1,177","$62,750",0.0
3263,Suburban,"4,129","$58,036",1.0
3264,Suburban,"6,916","$68,984",1.0
3266,Rural,"1,963","$57,361",1.0
3268,Rural,"1,467","$79,519",1.0
3269,Suburban,"2,935","$75,833",2.0
3273,Rural,287,"$160,379",0.0
3275,Urban,"12,002","$82,907",2.0
3276,Suburban,"8,758","$61,664",1.0
3278,Suburban,"3,004","$74,792",0.0
3279,Rural,783,"$48,563",0.0
3280,Rural,"1,157","$78,542",0.0
3281,Suburban,"9,072","$101,773",0.0
3282,Suburban,"1,099","$79,375",0.0
3284,Rural,863,"$98,542",0.0
3285,Rural,"2,704","$72,973",0.0
3287,Rural,"1,512","$104,241",0.0
3290,Suburban,"5,090","$95,655",1.0
3291,Suburban,111,,0.0
3293,Rural,215,"$53,333",0.0
3301,Urban,"33,289","$72,594",1.0
3303,Urban,"16,240","$79,599",0.0
3304,Suburban,"8,227","$132,774",2.0
3307,Suburban,"5,634","$64,836",1.0
3431,Urban,"25,062","$62,938",1.0
3440,Rural,"2,943","$75,536",0.0
3441,Suburban,261,"$37,188",1.0
3442,Rural,"1,508","$67,863",0.0
3443,Suburban,276,"$70,156",2.0
3444,Suburban,"1,542","$88,467",0.0
3445,Suburban,655,"$84,107",1.0
3446,Suburban,"6,415","$74,598",1.0
3447,Suburban,"2,341","$77,727",1.0
3448,Suburban,826,"$66,875",1.0
3449,Suburban,"1,737","$75,313",0.0
3450,Suburban,"1,017","$85,956",0.0
3451,Suburban,"3,970","$65,921",1.0
3452,Suburban,"5,345","$68,222",1.0
3455,Suburban,"2,528","$75,313",1.0
3456,Suburban,791,"$90,568",0.0
3457,Suburban,784,"$89,583",0.0
3458,Suburban,"6,869","$101,063",0.0
3461,Rural,"6,383","$84,861",1.0
3462,Suburban,"1,468","$98,099",2.0
3464,Suburban,863,"$83,281",0.0
3465,Suburban,"1,768","$54,375",2.0
3466,Suburban,"1,818","$99,673",1.0
3467,Suburban,"1,944","$96,250",1.0
3470,Suburban,"5,066","$66,200",1.0
3561,Suburban,"6,015","$45,141",1.0
3570,Urban,"9,710","$39,479",1.0
3574,Rural,"2,534","$68,125",1.0
3575,Suburban,5,,0.0
3576,Rural,"2,752","$47,288",0.0
3579,Suburban,353,"$55,625",0.0
3580,Rural,"1,308","$74,821",1.0
3581,Urban,"3,139","$60,082",1.0
3582,Rural,"2,143","$46,302",0.0
3583,Suburban,905,"$58,617",0.0
3584,Rural,"3,417","$63,060",0.0
3585,Rural,"2,599","$63,278",1.0
3586,Rural,652,"$113,438",1.0
3588,Suburban,"1,538","$66,705",0.0
3590,Rural,"1,118","$45,625",0.0
3592,Rural,"1,064","$53,750",0.0
3593,Suburban,386,"$82,750",1.0
3595,Suburban,706,"$67,000",0.0
3597,Rural,628,"$45,469",0.0
3598,Suburban,"3,522","$57,250",0.0
3601,Suburban,502,"$70,938",0.0
3602,Suburban,"2,352","$61,964",0.0
3603,Suburban,"5,194","$48,657",1.0
3604,Suburban,0,,0.0
3605,Rural,792,"$77,813",0.0
3607,Suburban,323,"$73,438",0.0
3608,Suburban,"3,100","$70,096",0.0
3609,Suburban,555,"$90,833",0.0
3740,Rural,"1,063","$60,813",1.0
3741,Suburban,"4,157","$78,250",0.0
3743,Suburban,"13,612","$46,731",1.0
3745,Rural,"1,700","$78,894",1.0
3748,Suburban,"4,550","$92,113",0.0
3750,Suburban,889,"$174,875",1.0
3751,Rural,444,"$36,410",0.0
3752,Rural,"1,010","$56,607",0.0
3753,Rural,"3,380","$147,219",0.0
3755,Urban,"10,723","$143,990",1.0
3765,Rural,505,"$70,798",1.0
3766,Urban,"10,055","$85,094",1.0
3768,Rural,"1,658","$125,156",0.0
3770,Rural,606,"$139,044",1.0
3771,Rural,837,"$74,063",1.0
3773,Suburban,"7,624","$67,649",1.0
3774,Rural,"1,774","$45,547",1.0
3777,Suburban,"1,449","$81,875",0.0
3779,Suburban,714,"$75,625",0.0
3780,Rural,544,,1.0
3781,Rural,"2,088","$98,300",1.0
3782,Rural,"3,065","$97,011",0.0
3784,Urban,"4,261","$66,934",1.0
3785,Rural,"2,240","$49,387",1.0
3801,Urban,"22,904","$92,576",2.0
3809,Suburban,"3,818","$87,201",0.0
3810,Suburban,"2,008","$108,288",1.0
3811,Urban,"7,086","$123,257",3.0
3812,Rural,652,"$36,394",0.0
3813,Suburban,"3,273","$55,218",1.0
3814,Rural,"2,349","$60,268",0.0
3816,Rural,"1,509","$68,207",0.0
3817,Rural,891,"$52,072",0.0
3818,Suburban,"4,098","$66,029",1.0
3819,Urban,"4,224","$95,869",2.0
3820,Urban,"32,676","$82,464",2.0
3823,Suburban,"2,166","$144,191",2.0
3824,Urban,"15,410","$87,396",2.0
3825,Suburban,"9,270","$102,512",2.0
3826,Urban,"2,904","$97,500",2.0
3827,Urban,"3,216","$113,750",3.0
3830,Suburban,"1,329","$58,056",0.0
3832,Rural,346,"$68,750",1.0
3833,Urban,"22,334","$96,120",3.0
3835,Suburban,"6,771","$60,322",1.0
3836,Rural,"1,305","$70,875",0.0
3837,Suburban,"1,829","$98,611",0.0
3838,Rural,"1,303","$83,607",1.0
3839,Urban,"3,818","$78,417",2.0
3840,Urban,"4,006","$124,695",2.0
3841,Urban,"6,255","$105,078",4.0
3842,Urban,"15,979","$87,554",2.0
3844,Urban,"2,305","$140,625",2.0
3845,Rural,"1,199","$58,209",1.0
3846,Rural,988,"$69,886",0.0
3847,Suburban,439,"$85,844",1.0
3848,Urban,"6,177","$82,017",2.0
3849,Rural,"1,377","$84,759",1.0
3850,Rural,85,,0.0
3851,Urban,"4,121","$81,310",1.0
3852,Urban,382,,0.0
3853,Rural,819,"$84,323",0.0
3854,Urban,817,"$150,875",2.0
3855,Suburban,"2,698","$89,150",0.0
3856,Urban,"2,022","$174,044",1.0
3857,Urban,"9,365","$83,070",3.0
3858,Urban,"4,801","$135,863",2.0
3860,Suburban,"3,817","$60,208",1.0
3861,Suburban,"4,524","$88,750",1.0
3862,Urban,"4,507","$120,808",3.0
3864,Rural,"1,998","$61,993",0.0
3865,Urban,"7,812","$90,508",3.0
3867,Urban,"22,240","$70,861",2.0
3868,Urban,"6,259","$61,667",2.0
3869,Urban,"2,421","$74,092",2.0
3870,Urban,"5,180","$115,815",2.0
3871,Urban,331,,3.0
3872,Suburban,"4,109","$94,000",0.0
3873,Urban,"6,498","$116,048",4.0
3874,Urban,"8,627","$79,072",1.0
3875,Rural,"1,137","$85,109",0.0
3878,Urban,"12,061","$68,909",2.0
3882,Rural,"1,721","$75,179",0.0
3883,Rural,548,,0.0
3884,Suburban,"4,231","$120,453",0.0
3885,Urban,"7,662","$130,923",3.0
3886,Rural,"1,256","$55,841",0.0
3887,Suburban,"1,947","$74,338",0.0
3890,Rural,79,,0.0
3894,Rural,"6,414","$67,699",0.0
3897,Rural,33,"$250,001",0.0
3901,Urban,"7,891","$75,541",2.0
3902,Suburban,"2,262","$97,250",0.0
3903,Urban,"6,725","$84,768",3.0
3904,Urban,"8,108","$66,517",2.0
3905,Urban,"1,898","$120,583",2.0
3906,Suburban,"4,950","$82,829",1.0
3907,Rural,"1,207","$80,673",0.0
3908,Urban,"7,443","$90,446",1.0
3909,Urban,"10,982","$102,335",1.0
3910,Urban,43,,0.0
3911,Urban,294,,1.0
4001,Suburban,"2,599","$68,073",0.0
4002,Suburban,"7,582","$59,132",1.0
4003,Suburban,199,,0.0
4005,Urban,"24,462","$60,276",1.0
4006,Urban,54,"$250,001",1.0
4008,Suburban,"3,042","$85,556",1.0
4009,Rural,"5,118","$72,332",0.0
4010,Suburban,"1,658","$53,031",0.0
4011,Urban,"21,589","$67,488",1.0
4015,Suburban,"3,643","$56,731",1.0
4017,Urban,566,"$54,375",1.0
4019,Suburban,47,"$98,359",1.0
4020,Rural,"1,758","$61,099",0.0
4021,Urban,"6,555","$120,938",1.0
4022,Suburban,"1,135","$66,146",0.0
4024,Suburban,544,"$59,760",0.0
4027,Suburban,"6,437","$92,117",0.0
4029,Suburban,"1,930","$57,037",0.0
4030,Suburban,"2,247","$93,274",0.0
4032,Urban,"8,622","$86,870",0.0
4037,Rural,"3,827","$51,500",1.0
4038,Suburban,"18,114","$90,446",1.0
4039,Suburban,"7,773","$88,917",1.0
4040,Rural,"2,952","$50,476",1.0
4041,Suburban,"1,674","$47,734",0.0
4042,Suburban,"4,707","$82,500",0.0
4043,Suburban,"11,466","$88,865",2.0
4046,Suburban,"7,860","$86,642",1.0
4047,Rural,"1,686","$62,228",0.0
4048,Suburban,"3,169","$77,537",0.0
4049,Suburban,"3,883","$71,529",0.0
4050,Suburban,271,"$73,750",1.0
4051,Rural,"1,321","$63,125",0.0
4055,Suburban,"3,911","$61,442",0.0
4056,Suburban,96,"$44,625",0.0
4057,Rural,289,,0.0
4061,Suburban,"3,120","$81,094",0.0
4062,Urban,"18,438","$87,162",1.0
4063,Urban,621,"$53,219",2.0
4064,Urban,"8,333","$56,408",2.0
4066,Suburban,640,"$111,435",0.0
4068,Suburban,"1,469","$43,981",0.0
4069,Suburban,"1,565","$94,531",0.0
4071,Suburban,"4,990","$79,077",1.0
4072,Urban,"20,203","$72,700",1.0
4073,Urban,"17,114","$63,750",1.0
4074,Urban,"21,639","$107,210",1.0
4076,Suburban,"2,930","$76,071",0.0
4079,Suburban,"4,146","$80,813",0.0
4083,Urban,"4,698","$72,642",1.0
4084,Suburban,"7,396","$82,000",1.0
4085,Suburban,"2,787","$79,883",0.0
4086,Urban,"9,431","$73,345",1.0
4087,Suburban,"2,553","$83,219",0.0
4088,Rural,"1,259","$59,231",0.0
4090,Rural,"11,156","$71,090",1.0
4091,Suburban,769,"$74,688",0.0
4092,Urban,"20,074","$71,335",2.0
4093,Suburban,"8,332","$69,465",0.0
4095,Suburban,"1,617","$51,250",0.0
4096,Urban,"8,903","$90,942",1.0
4097,Suburban,"4,037","$105,917",1.0
4101,Urban,"17,816","$50,858",2.0
4102,Urban,"17,174","$71,126",2.0
4103,Urban,"32,011","$76,540",2.0
4105,Urban,"12,221","$130,739",2.0
4106,Urban,"26,646","$73,492",2.0
4107,Urban,"9,448","$129,503",2.0
4108,Suburban,885,"$86,000",2.0
4109,Suburban,130,,2.0
4110,Urban,"1,777","$139,837",1.0
4210,Urban,"23,790","$55,402",1.0
4216,Rural,657,"$42,188",0.0
4217,Rural,"3,280","$36,638",0.0
4219,Rural,"1,298","$51,625",0.0
4220,Suburban,"3,486","$77,652",0.0
4221,Rural,"1,059","$48,750",0.0
4222,Suburban,"4,170","$82,868",0.0
4224,Rural,"2,675","$53,051",1.0
4226,Rural,80,"$41,477",0.0
4227,Rural,32,,1.0
4231,Rural,257,"$38,125",0.0
4234,Rural,0,,1.0
4236,Suburban,"4,403","$85,685",1.0
4237,Rural,219,,0.0
4238,Suburban,"1,324","$77,644",1.0
4239,Rural,"4,661","$67,716",1.0
4240,Urban,"36,615","$48,069",1.0
4250,Urban,"4,532","$66,528",1.0
4252,Urban,"5,056","$68,142",0.0
4253,Suburban,"1,873","$70,855",0.0
4254,Suburban,"3,089","$38,913",0.0
4255,Rural,618,"$49,107",0.0
4256,Suburban,"3,109","$62,429",2.0
4257,Suburban,"2,739","$40,889",1.0
4258,Suburban,"2,766","$83,355",2.0
4259,Suburban,"3,279","$65,625",0.0
4260,Suburban,"5,668","$88,467",0.0
4261,Rural,282,"$31,250",0.0
4263,Suburban,"2,427","$70,347",0.0
4265,Suburban,790,"$59,286",0.0
4267,Rural,27,"$61,250",0.0
4268,Suburban,"5,075","$50,507",1.0
4270,Suburban,"6,248","$59,526",1.0
4271,Suburban,0,,1.0
4274,Suburban,"5,880","$74,886",1.0
4275,Suburban,584,"$41,875",0.0
4276,Suburban,"5,846","$44,870",1.0
4280,Urban,"6,804","$64,866",1.0
4281,Suburban,"5,180","$51,442",1.0
4282,Suburban,"5,864","$78,848",0.0
4284,Suburban,"1,006","$51,125",0.0
4285,Rural,393,"$55,066",0.0
4286,Rural,0,,0.0
4287,Suburban,"3,147","$70,000",0.0
4289,Suburban,"2,017","$52,578",0.0
4290,Suburban,"1,590","$66,544",1.0
4292,Suburban,"1,024","$46,023",0.0
4294,Rural,"3,954","$50,489",1.0
4330,Urban,"26,271","$46,515",1.0
4341,Suburban,30,,0.0
4342,Suburban,"1,883","$69,375",0.0
4344,Urban,"2,987","$59,519",1.0
4345,Urban,"12,163","$64,859",1.0
4346,Suburban,"1,595","$52,639",1.0
4347,Urban,"2,542","$57,250",1.0
4348,Suburban,"3,417","$65,231",0.0
4349,Suburban,"1,274","$54,375",0.0
4350,Suburban,"3,587","$71,691",0.0
4351,Suburban,"2,412","$77,941",1.0
4352,Suburban,"1,613","$55,375",0.0
4353,Suburban,"2,251","$75,139",0.0
4354,Suburban,"1,408","$77,333",0.0
4355,Suburban,"2,587","$94,219",1.0
4357,Suburban,"3,503","$55,878",0.0
4358,Suburban,"4,351","$83,705",0.0
4359,Urban,282,,0.0
4360,Suburban,602,"$63,274",0.0
4363,Suburban,"2,627","$59,440",0.0
4364,Suburban,"6,103","$74,338",1.0
4401,Urban,"44,184","$57,428",2.0
4406,Rural,722,"$42,222",0.0
4408,Suburban,181,"$58,750",0.0
4410,Suburban,"1,074","$71,786",0.0
4411,Urban,"1,657","$71,250",1.0
4412,Urban,"9,606","$50,614",2.0
4413,Rural,137,"$55,083",0.0
4414,Suburban,"1,456","$53,750",0.0
4415,Suburban,302,"$37,500",0.0
4416,Suburban,"5,585","$49,397",0.0
4417,Rural,390,"$32,257",0.0
4418,Suburban,"1,745","$49,896",0.0
4419,Suburban,"2,838","$86,623",0.0
4421,Rural,"1,162","$85,556",0.0
4422,Suburban,"1,176","$63,333",0.0
4424,Rural,872,"$40,098",0.0
4426,Rural,"4,733","$45,088",0.0
4427,Suburban,"2,878","$53,913",0.0
4428,Suburban,"3,496","$61,629",2.0
4429,Suburban,"4,875","$80,833",2.0
4430,Rural,"1,581","$40,875",0.0
4431,Suburban,33,,0.0
4434,Suburban,"1,124","$72,625",1.0
4435,Suburban,"1,111","$60,806",0.0
4438,Suburban,"1,244","$64,271",0.0
4441,Rural,"1,689","$47,344",0.0
4442,Rural,103,,0.0
4443,Rural,"2,080","$42,969",0.0
4444,Urban,"9,189","$92,512",2.0
4448,Suburban,"1,418","$44,875",0.0
4449,Suburban,"1,138","$46,563",0.0
4450,Suburban,"1,441","$68,869",0.0
4451,Rural,211,"$27,011",0.0
4453,Suburban,733,"$34,417",0.0
4454,Rural,26,"$18,542",0.0
4455,Rural,755,"$41,316",0.0
4456,Suburban,"2,909","$63,500",0.0
4457,Rural,"5,709","$38,688",1.0
4459,Rural,735,"$44,531",0.0
4460,Rural,"1,340","$32,321",0.0
4461,Urban,"3,052","$56,303",0.0
4462,Suburban,"4,517","$41,521",0.0
4463,Rural,"2,830","$50,799",0.0
4464,Rural,501,"$49,125",0.0
4468,Urban,"9,245","$46,270",0.0
4469,Urban,"3,078",,1.0
4471,Suburban,532,"$37,500",0.0
4472,Suburban,"1,935","$58,790",0.0
4473,Urban,"8,403","$51,233",2.0
4474,Suburban,"3,775","$74,977",2.0
4475,Suburban,515,"$43,750",0.0
4476,Rural,"1,144","$47,000",0.0
4478,Rural,367,"$46,667",0.0
4479,Rural,"1,323","$40,375",0.0
4481,Rural,521,"$62,917",0.0
4485,Rural,174,"$53,000",0.0
4487,Rural,819,"$41,500",0.0
4488,Suburban,"1,271","$54,028",1.0
4489,Urban,296,,1.0
4490,Rural,244,"$55,938",0.0
4491,Rural,162,"$48,125",0.0
4492,Rural,88,"$43,750",0.0
4493,Suburban,"1,848","$54,327",0.0
4495,Rural,392,"$39,531",0.0
4496,Suburban,"3,845","$80,958",0.0
4497,Suburban,354,"$41,250",0.0
4530,Urban,"11,344","$65,486",1.0
4535,Rural,743,"$76,563",0.0
4537,Rural,"1,464","$62,885",0.0
4538,Rural,"1,772","$56,196",0.0
4539,Rural,"1,450","$68,750",0.0
4541,Rural,50,"$49,821",0.0
4543,Rural,"2,221","$51,033",0.0
4544,Rural,936,"$53,994",0.0
4547,Rural,"1,197","$69,107",0.0
4548,Suburban,937,"$74,318",0.0
4551,Rural,704,"$74,375",0.0
4553,Rural,"1,804","$79,313",0.0
4554,Rural,634,"$78,421",0.0
4555,Rural,"1,541","$79,716",0.0
4556,Rural,"1,252","$74,120",0.0
4558,Rural,190,"$67,250",0.0
4562,Suburban,"2,038","$90,500",1.0
4563,Rural,"1,395","$60,852",1.0
4564,Rural,495,"$92,788",0.0
4568,Rural,486,"$53,125",0.0
4570,Rural,0,,0.0
4571,Rural,621,"$48,885",0.0
4572,Rural,"5,135","$44,182",0.0
4573,Rural,453,"$79,773",0.0
4574,Rural,"1,653","$52,557",0.0
4575,Rural,301,,0.0
4576,Rural,512,"$59,500",0.0
4578,Suburban,"4,596","$64,516",0.0
4579,Suburban,"3,088","$86,286",1.0
4605,Suburban,"14,201","$61,641",1.0
4606,Rural,"1,204","$43,088",0.0
4607,Rural,"1,222","$54,375",0.0
4609,Suburban,"5,098","$71,900",0.0
4611,Rural,467,"$53,750",0.0
4612,Rural,545,"$78,261",0.0
4613,Rural,105,"$74,063",0.0
4614,Suburban,"2,796","$53,566",0.0
4616,Rural,753,"$54,191",0.0
4617,Rural,741,"$44,967",0.0
4619,Suburban,"3,010","$39,009",1.0
4622,Rural,867,"$33,403",0.0
4623,Rural,"1,040","$56,071",0.0
4624,Rural,231,"$50,956",0.0
4625,Rural,54,"$48,214",0.0
4626,Rural,583,"$49,250",0.0
4627,Rural,"1,861","$56,583",0.0
4628,Rural,557,"$48,274",0.0
4630,Rural,"1,307","$51,750",0.0
4631,Rural,"1,226","$39,375",0.0
4634,Suburban,"2,115","$53,333",1.0
4635,Rural,16,,0.0
4640,Suburban,"2,472","$62,639",1.0
4642,Rural,138,"$60,938",0.0
4643,Rural,861,"$60,588",0.0
4645,Rural,30,,0.0
4646,Rural,66,"$63,304",0.0
4648,Rural,682,"$47,679",0.0
4649,Rural,"1,195","$43,750",0.0
4650,Rural,277,"$100,313",0.0
4652,Rural,"1,421","$51,146",0.0
4653,Rural,662,"$55,227",0.0
4654,Rural,"3,355","$36,792",0.0
4655,Rural,"1,010","$51,900",0.0
4657,Rural,310,"$56,500",0.0
4658,Rural,"1,323","$44,545",0.0
4660,Rural,"1,118","$81,413",0.0
4662,Rural,520,"$68,214",0.0
4664,Suburban,"1,431","$61,190",0.0
4666,Rural,"1,316","$53,906",0.0
4667,Suburban,"1,406","$61,250",0.0
4668,Rural,"1,861","$43,750",0.0
4669,Rural,124,"$85,417",0.0
4671,Suburban,595,"$62,813",0.0
4673,Rural,164,"$22,500",0.0
4674,Rural,255,"$46,625",0.0
4675,Rural,133,,0.0
4676,Rural,"1,186","$67,625",0.0
4677,Suburban,271,"$72,734",0.0
4679,Rural,"1,535","$48,452",0.0
4680,Rural,"1,297","$61,053",0.0
4681,Rural,887,"$63,359",0.0
4683,Rural,0,,0.0
4684,Suburban,"1,831","$68,158",1.0
4685,Rural,436,"$73,906",0.0
4686,Rural,158,"$53,611",0.0
4691,Rural,456,"$49,135",0.0
4693,Rural,474,"$56,591",0.0
4694,Rural,"2,256","$47,024",0.0
4730,Suburban,"10,086","$49,727",1.0
4732,Suburban,"1,534","$41,741",0.0
4733,Suburban,291,"$50,568",0.0
4734,Suburban,913,"$71,141",0.0
4735,Suburban,473,"$40,625",0.0
4736,Suburban,"9,021","$47,423",0.0
4737,Rural,0,,0.0
4739,Rural,819,"$39,250",0.0
4740,Rural,"1,454","$43,864",0.0
4742,Rural,"3,302","$44,719",1.0
4743,Rural,"4,724","$54,105",0.0
4745,Rural,789,"$50,667",0.0
4746,Rural,419,"$31,339",0.0
4747,Rural,"1,372","$50,667",0.0
4750,Suburban,"2,110","$40,188",0.0
4756,Rural,"3,240","$40,153",0.0
4757,Suburban,"2,607","$70,428",1.0
4758,Suburban,"1,374","$53,587",0.0
4760,Suburban,679,"$42,321",0.0
4761,Suburban,467,"$45,682",1.0
4762,Suburban,466,"$46,250",0.0
4763,Suburban,679,"$42,000",0.0
4764,Suburban,21,"$27,188",0.0
4765,Rural,"1,047","$37,596",0.0
4766,Suburban,366,"$48,906",0.0
4768,Suburban,364,"$49,375",0.0
4769,Suburban,"8,859","$47,853",1.0
4772,Rural,896,"$66,471",0.0
4773,Rural,639,"$52,356",0.0
4774,Rural,608,"$37,647",0.0
4776,Rural,966,"$47,321",0.0
4777,Rural,426,"$37,188",0.0
4779,Suburban,341,"$77,708",0.0
4780,Suburban,935,"$50,260",0.0
4781,Rural,523,"$52,946",0.0
4783,Suburban,456,"$44,107",0.0
4785,Rural,"1,936","$31,921",0.0
4786,Suburban,"1,718","$42,330",1.0
4787,Suburban,560,"$36,250",1.0
4841,Suburban,"6,977","$48,871",1.0
4843,Suburban,"5,175","$84,123",1.0
4847,Rural,"1,730","$74,288",0.0
4848,Rural,600,"$67,813",0.0
4849,Rural,"3,827","$70,820",0.0
4851,Rural,69,"$63,750",0.0
4852,Rural,124,,0.0
4853,Rural,476,"$77,500",0.0
4854,Rural,"1,450","$69,167",1.0
4855,Rural,262,"$243,397",0.0
4856,Rural,"3,615","$83,542",1.0
4858,Rural,"1,347","$76,368",1.0
4859,Rural,781,"$71,382",1.0
4860,Rural,"1,588","$40,703",0.0
4861,Rural,"2,753","$55,922",1.0
4862,Rural,"4,218","$55,139",0.0
4863,Rural,991,"$76,979",0.0
4864,Rural,"4,812","$77,102",1.0
4901,Urban,"26,467","$46,358",1.0
4910,Suburban,"2,331","$51,667",0.0
4911,Rural,"1,783","$41,250",1.0
4912,Rural,778,"$38,971",0.0
4915,Suburban,"8,979","$55,614",0.0
4917,Suburban,"3,218","$77,161",0.0
4918,Suburban,0,,0.0
4920,Rural,"1,630","$34,386",0.0
4921,Suburban,"1,587","$50,250",0.0
4922,Suburban,909,"$38,750",0.0
4923,Rural,559,"$64,091",0.0
4924,Suburban,"2,374","$50,909",1.0
4925,Rural,31,"$117,917",0.0
4926,Suburban,43,,1.0
4927,Suburban,"3,368","$66,899",0.0
4928,Suburban,"1,990","$53,966",1.0
4929,Suburban,757,"$37,250",1.0
4930,Rural,"4,186","$44,167",0.0
4932,Suburban,"1,210","$57,125",0.0
4936,Rural,179,"$33,333",0.0
4937,Urban,"6,381","$45,966",1.0
4938,Suburban,"9,728","$51,096",1.0
4939,Suburban,809,"$38,333",0.0
4940,Suburban,0,,1.0
4941,Rural,"1,740","$58,170",0.0
4942,Rural,"1,052","$34,079",0.0
4943,Suburban,"1,649","$31,667",1.0
4944,Urban,60,,2.0
4945,Rural,"1,188","$49,474",0.0
4947,Rural,"1,559","$66,042",0.0
4949,Rural,733,"$60,313",0.0
4950,Rural,"4,711","$44,307",1.0
4951,Suburban,"1,090","$64,539",0.0
4952,Rural,"1,839","$60,833",0.0
4953,Rural,"3,129","$56,358",1.0
4955,Rural,"1,393","$66,964",1.0
4956,Rural,745,"$55,250",0.0
4957,Suburban,"4,109","$50,234",1.0
4958,Rural,"1,988","$52,283",0.0
4961,Suburban,789,"$37,932",0.0
4963,Urban,"7,274","$72,588",1.0
4964,Rural,140,,0.0
4965,Suburban,"2,226","$61,250",1.0
4966,Rural,"1,629","$42,011",0.0
4967,Suburban,"3,916","$50,372",1.0
4969,Suburban,"1,164","$51,053",1.0
4970,Rural,"1,510","$57,829",0.0
4971,Rural,"1,863","$43,438",1.0
4973,Rural,"1,350","$86,667",0.0
4974,Suburban,"2,650","$47,466",0.0
4975,Urban,49,,1.0
4976,Suburban,"10,129","$49,816",1.0
4978,Suburban,934,"$90,417",1.0
4979,Rural,775,"$48,500",0.0
4981,Suburban,"2,590","$69,856",0.0
4982,Rural,487,"$31,406",0.0
4983,Rural,"1,454","$38,944",0.0
4984,Rural,782,"$48,775",1.0
4985,Rural,104,,0.0
4986,Suburban,"2,209","$57,500",0.0
4987,Suburban,975,"$47,500",0.0
4988,Suburban,"2,089","$42,031",0.0
4989,Suburban,"4,475","$67,264",0.0
4992,Suburban,191,,1.0
5001,Urban,"9,332","$61,264",1.0
5009,Urban,0,,0.0
5030,Suburban,256,"$56,326",1.0
5031,Rural,19,,0.0
5032,Rural,"2,655","$66,972",0.0
5033,Rural,"2,978","$58,854",0.0
5034,Rural,186,"$59,250",0.0
5035,Rural,698,"$55,179",0.0
5036,Rural,"1,058","$63,854",0.0
5037,Rural,986,"$94,837",0.0
5038,Rural,"1,451","$58,869",0.0
5039,Rural,"1,019","$65,658",0.0
5040,Rural,687,"$97,583",0.0
5041,Rural,216,,0.0
5042,Rural,586,"$51,406",1.0
5043,Suburban,"1,173","$72,292",0.0
5045,Rural,"1,646","$63,594",0.0
5046,Rural,"1,322","$66,000",0.0
5048,Suburban,"2,885","$74,167",1.0
5050,Suburban,113,"$44,201",1.0
5051,Rural,"1,217","$61,518",1.0
5052,Suburban,184,"$66,083",1.0
5053,Rural,322,"$127,692",0.0
5055,Rural,"3,374","$122,857",1.0
5056,Rural,330,"$53,393",0.0
5058,Suburban,172,,0.0
5059,Suburban,544,,1.0
5060,Rural,"4,515","$66,509",0.0
5061,Rural,"1,754","$77,969",0.0
5062,Rural,449,"$54,500",0.0
5065,Rural,"1,198","$67,232",0.0
5067,Rural,155,"$87,188",0.0
5068,Rural,"3,158","$66,450",0.0
5069,Rural,651,"$87,813",1.0
5070,Rural,442,"$111,250",0.0
5071,Rural,123,"$75,625",0.0
5072,Rural,574,"$98,333",0.0
5073,Rural,0,,1.0
5075,Suburban,"1,128","$89,773",0.0
5076,Rural,501,"$58,000",0.0
5077,Rural,"1,208","$69,750",0.0
5079,Rural,839,"$62,625",0.0
5081,Rural,610,"$48,750",1.0
5083,Rural,220,"$51,250",0.0
5084,Rural,88,"$101,591",0.0
5086,Rural,567,"$71,250",0.0
5088,Urban,"1,038","$65,774",1.0
5089,Suburban,"4,245","$45,349",1.0
5091,Rural,"3,720","$88,750",0.0
5101,Suburban,"4,206","$61,191",0.0
5141,Rural,164,,0.0
5142,Rural,789,"$61,765",0.0
5143,Rural,"4,689","$65,129",0.0
5146,Rural,543,"$75,278",0.0
5148,Rural,"1,393","$65,625",0.0
5149,Rural,"2,223","$47,857",0.0
5150,Suburban,416,"$58,630",0.0
5151,Suburban,"1,717","$75,110",1.0
5152,Rural,457,"$108,182",0.0
5153,Rural,783,"$56,750",0.0
5154,Rural,533,,0.0
5155,Rural,705,"$54,891",0.0
5156,Suburban,"9,251","$57,147",0.0
5158,Rural,"1,112","$80,250",0.0
5161,Rural,796,"$110,833",0.0
