origin,destination,ruca,great_circle_distance,driving_time,driving_distance
"37.81755,-89.22786","37.759815,-89.28104",Suburban,4.934058189347994,9.0,7.232137068999999
"40.52915,-104.98525","40.405703,-105.044725",Urban,9.084263460202047,16.0,11.896769166
"25.485508,-80.418186","25.457313,-80.472368",Urban,3.900986035734252,12.0,4.916287352
"40.32819,-80.256291","40.447297,-80.176247",Suburban,9.244981142942017,25.0,14.731463668
"35.384337,-119.020562","35.309042,-119.095525",Urban,6.70171372380374,19.0,8.905489172000001
"36.29423,-91.74737","36.272442,-91.682709",Rural,3.9033508933478176,4.0,3.98298811
"41.29823,-75.738725","41.322585,-75.746799",Urban,1.734158278545227,5.0,2.434531578
"33.415987,-84.705681","33.401168,-84.599889",Urban,6.187054179189488,14.0,7.80441976
"37.490565,-90.336244","37.558957,-90.320724",Suburban,4.8013570986678635,11.0,7.442160467
"40.240185,-79.993501","40.338507,-80.023654",Urban,6.97680453513776,19.0,8.665639966
"27.923077,-82.843159","28.020368,-82.750704",Urban,8.775943137122024,29.0,13.262542624000002
"39.707186,-105.008762","39.677579,-105.021897",Urban,2.161563709221766,9.0,2.7358965129999997
"40.956609,-83.937984","41.034627,-84.035068",Rural,7.395270288316529,15.0,11.198348161999998
"39.480493,-76.655257","39.470546,-76.643368",Urban,0.9350908602974992,5.0,1.7448097679999999
"39.868173,-86.21231","39.859216,-86.396527",Urban,9.789369668601427,23.0,11.111977592999999
"41.74794,-87.714807","41.721933,-87.686263",Urban,2.322683594571049,12.0,3.687215514
"30.160534,-95.669154","30.074407,-95.626649",Urban,6.470352415664565,11.0,8.391615355
"30.120427,-97.743317","30.16313,-97.786956",Urban,3.937555829263673,11.0,6.013007167
"31.340836,-82.853406","31.484882,-82.848418",Rural,9.956976159268615,17.0,11.953313927
"35.58453,-94.4441","35.468764,-94.353577",Suburban,9.480988286400835,18.0,11.350584056999999
"38.899314,-80.226855","38.998413,-80.235574",Suburban,6.863099151272485,20.0,9.293224676
"39.459642,-100.934517","39.367234,-101.04734",Rural,8.777047484456803,19.0,12.372117981
"37.34822,-76.773832","37.345664,-76.737645",Urban,1.9954974066300184,11.0,3.564805427
"39.277706,-94.51824","39.189668,-94.54693",Urban,6.273640200520116,13.0,9.424955328
"37.92816,-81.98096","37.86008,-82.044512",Suburban,5.842418290780258,11.0,8.528938346
"41.24453,-75.45602","41.125488,-75.372343",Suburban,9.305000654595297,18.0,11.599753827999999
"36.50423,-88.87423","36.515877,-88.900235",Suburban,1.6532379375331463,5.0,2.337597702
"36.37792,-92.474246","36.356824,-92.341212",Suburban,7.543664864443081,18.0,10.327186020000001
"33.609311,-112.231694","33.496341,-112.172541",Urban,8.5162753764831,22.0,10.765252575
"42.261184,-88.761434","42.238718,-88.817365",Urban,3.2545701320670464,7.0,4.002871982
"40.634055,-96.030125","40.657915,-95.856996",Rural,9.224712975447854,14.0,12.803349455000001
"34.847364,-87.060696","34.790166,-86.981535",Urban,5.981701011880057,12.0,8.361168176
"37.789927,-122.243979","37.688028,-122.130538",Urban,9.380250504108917,16.0,10.281204566
"34.288884,-97.248074","34.193489,-97.14535",Rural,8.82437490001445,22.0,12.892826879
"34.076964,-103.352595","34.198507,-103.319153",Urban,8.61283870772441,14.0,10.239572708999999
"37.4431,-93.03102","37.33999,-92.93923",Suburban,8.726062724302707,12.0,11.04176267
"38.824863,-94.899201","38.880875,-94.758412",Urban,8.506754438674655,18.0,12.618180896999998
"39.066844,-76.996866","38.942956,-76.907977",Urban,9.800452747390812,23.0,14.551266078
"40.156293,-75.786492","40.254706,-75.66541",Suburban,9.330588700730209,21.0,13.376874888
"40.654626,-73.608972","40.726947,-73.543592",Urban,6.058147875875949,19.0,8.939664577
"38.04171,-87.36806","37.979931,-87.472525",Urban,7.110632830559093,14.0,8.142445583999999
"34.92787,-95.71582","34.913531,-95.74502",Urban,1.9282453878769408,6.0,3.7549449530000003
"36.622351,-76.02485","36.759855,-76.008727",Suburban,9.542523608078154,18.0,11.262970746
"41.647236,-82.819009","41.520636,-82.863358",Rural,9.042521787099805,47.0,9.987917454000002
"34.16493,-87.739592","34.238352,-87.599764",Rural,9.464779815716184,16.0,11.477343741
"43.732675,-116.288433","43.669556,-116.283453",Urban,4.368196495841929,13.0,6.993530605
"35.234976,-89.843594","35.140809,-89.798246",Urban,6.992094241841419,18.0,8.871935138
"39.064211,-84.511793","39.12831,-84.597175",Urban,6.369943492517246,20.0,9.674125099000001
"42.598433,-83.17845","42.544306,-83.172795",Urban,3.75087277828842,12.0,4.729876052
"40.327992,-75.990807","40.344187,-75.975559",Urban,1.377319857980356,6.0,2.933492491
"39.28899,-77.85972","39.300364,-77.827475",Suburban,1.8948342636169373,7.0,2.094641641
"40.38868,-78.67224","40.475388,-78.751246",Suburban,7.290842037599049,17.0,11.971955057
"44.512344,-71.194226","44.426052,-71.194556",Urban,5.96223175188066,15.0,6.8922471320000005
"30.661093,-88.16353","30.649611,-88.162241",Urban,0.7970215925981755,2.0,0.901609321
"42.019977,-97.442989","42.02376,-97.44331",Urban,0.2618992120373828,1.0,0.206916543
"41.677046,-86.216105","41.789942,-86.250246",Urban,7.996535736768901,18.0,9.602667434
"47.834074,-117.240392","47.741678,-117.402747",Urban,9.877224898302028,22.0,12.661055496000001
"32.878923,-96.704725","33.004004,-96.770775",Urban,9.452889171147138,22.0,16.051255672
"44.571416,-87.833306","44.478516,-87.970914",Suburban,9.335380287352768,17.0,14.707230199
"32.835482,-93.830134","32.857635,-93.984753",Suburban,9.104778238456449,16.0,11.59478286
"44.526381,-122.827457","44.516826,-122.90053",Urban,3.6598071555004705,16.0,7.539715714000001
"45.490835,-91.0943","45.457804,-91.111311",Suburban,2.426486357527654,7.0,3.39268566
"38.924838,-94.637888","38.914467,-94.664311",Urban,1.5909228893397638,7.0,2.3518892350000002
"39.646371,-84.171733","39.647531,-84.108163",Urban,3.3829554050686292,9.0,4.263847802
"45.689187,-122.661608","45.686808,-122.662853",Urban,0.1750130080575057,1.0,0.228043157
"43.32285,-76.41716","43.323548,-76.448719",Urban,1.5870498326257283,7.0,2.467464241
"41.66529,-80.3141","41.622115,-80.21389",Urban,5.972487364408764,12.0,8.551929073
"38.326218,-77.039825","38.351946,-77.057313",Suburban,2.0144966843309793,8.0,2.330762621
"36.624717,-95.951734","36.739306,-95.932269",Suburban,7.990473497255466,17.0,8.551307702
"40.590503,-73.580822","40.661102,-73.726731",Urban,9.074138013140551,31.0,20.367920009000002
"46.870695,-96.576425","46.881818,-96.722503",Urban,6.942025737830572,12.0,8.084658080999999
"31.18713,-94.78104","31.297198,-94.729976",Suburban,8.181389929613099,11.0,8.436354067
"29.52502,-98.606564","29.49012,-98.587639",Urban,2.66639662976952,12.0,4.882733318
"33.505827,-112.323941","33.622641,-112.39245",Suburban,8.9833003449883,19.0,11.709115124
"39.896469,-92.46348","39.752274,-92.464244",Rural,9.96300843362261,17.0,14.778066493
"40.6726,-74.74738","40.632011,-74.913583",Suburban,9.152531980253862,11.0,10.26504892
"45.366608,-122.783887","45.431649,-122.754992",Urban,4.707476368999192,15.0,7.217845536
"33.747615,-117.906761","33.828073,-117.83853",Urban,6.801111893632239,24.0,10.023956972
"27.89364,-82.24037","27.94029,-82.265105",Urban,3.5594377942601185,10.0,4.348975629
"29.537782,-98.734752","29.443692,-98.641326",Urban,8.592643240439097,21.0,12.387652256
"40.63868,-77.5686","40.582015,-77.611333",Urban,4.511401036723459,12.0,8.172271391999999
"43.71002,-82.93161","43.822914,-83.00123",Rural,8.538796095633039,13.0,11.273534053
"27.752006,-97.436501","27.741281,-97.440175",Urban,0.7743340448379019,3.0,0.884832304
"35.948245,-96.071685","36.027217,-95.947034",Urban,8.8508119024638,19.0,12.973605109000001
"38.958845,-95.247749","38.923623,-95.257538",Urban,2.4898178327882063,11.0,3.480298971
"35.618694,-80.402235","35.655137,-80.466577",Urban,4.403905202054441,10.0,5.807954737
"40.76144,-72.84014","40.846188,-72.896021",Urban,6.544371036436333,21.0,8.847701669000001
"28.586197,-82.395858","28.537045,-82.407377",Suburban,3.467275858660174,10.0,3.9376280269999997
"40.883548,-74.214388","40.867222,-74.09982",Urban,6.090847779879737,18.0,9.142231523
"41.92003,-88.6887","41.951803,-88.726057",Urban,2.9165162581520394,7.0,4.042018355
"41.775868,-87.711496","41.647367,-87.734719",Urban,8.959007277272022,30.0,10.562064258000001
"43.037363,-70.978211","43.101678,-70.809834",Urban,9.590386709847316,25.0,15.551052017
"37.022425,-94.50942","37.075964,-94.477468",Urban,4.097391362569163,11.0,5.737118443
"39.025905,-84.157048","39.018112,-84.19813",Urban,2.2700227960069275,6.0,3.424996952
"38.921584,-84.374584","38.98811,-84.401427",Urban,4.817472735684477,13.0,6.382722912
"36.209675,-78.72704","36.279875,-78.602804",Suburban,8.452953700067075,14.0,9.900304143
"29.391284,-98.618735","29.488307,-98.537606",Urban,8.292739191779011,20.0,14.569285836999999
"41.522116,-87.700733","41.507365,-87.675127",Urban,1.6714483402674003,7.0,2.949648137
"30.140905,-97.313592","30.103546,-97.332469",Suburban,2.817022421487182,11.0,4.18804054
"38.262769,-85.666284","38.19935,-85.667489",Urban,4.382323751241587,15.0,6.19506887
"25.707602,-80.293385","25.741947,-80.433227",Urban,9.02220571201304,28.0,11.313923167999999
"35.140444,-106.638281","35.079702,-106.529981",Urban,7.421869427942461,17.0,10.114677138
"35.62034,-97.612588","35.525805,-97.539768",Urban,7.707880370258788,18.0,10.785757818
"47.408651,-111.136243","47.491168,-111.219167",Suburban,6.893286312035648,12.0,8.573055687
"33.534451,-111.887354","33.507627,-111.889899",Urban,1.8591506710822907,7.0,2.505367872
"47.648626,-122.02106","47.608702,-122.139631",Urban,6.171924237143885,20.0,10.655891279
"27.971267,-81.893002","27.906807,-81.832382",Urban,5.79033341382327,14.0,7.917509282000001
"45.40857,-91.74406","45.47591,-91.762522",Suburban,4.7380496030269015,9.0,5.978210391
"36.192085,-95.909152","36.158519,-95.884394",Urban,2.6991374461384026,8.0,3.486512681
"34.044416,-117.985366","33.916315,-117.934943",Urban,9.310483127438568,31.0,12.446682501
"35.974602,-94.190997","36.05646,-94.175122",Urban,5.725011666705428,12.0,6.420626543
"29.712099,-95.480935","29.687456,-95.586054",Urban,6.534634517648964,21.0,10.539073531
"35.44925,-89.81508","35.357673,-89.897723",Suburban,7.854784010837058,13.0,8.495384312
"33.956526,-118.358654","33.855295,-118.35346",Urban,7.000735003310827,19.0,8.526452862
"32.931523,-96.615821","32.835746,-96.675109",Urban,7.458293227467759,21.0,8.446296003
"34.185291,-82.943399","34.091958,-82.845246",Suburban,8.549428006099483,14.0,10.122754961
"31.456911,-109.580936","31.338274,-109.565248",Urban,8.249086872818081,14.0,9.716999698
"37.265687,-79.923698","37.272851,-79.909598",Urban,0.919820798091312,4.0,1.288102083
"40.632252,-74.399736","40.554628,-74.441247",Urban,5.7886397698547025,21.0,6.958733829
"44.037549,-72.046692","44.140959,-72.024679",Rural,7.227982742915899,12.0,8.656319401
"32.782178,-97.496948","32.765255,-97.483792",Urban,1.3969017333112483,8.0,2.7508094169999997
"35.4282,-78.339839","35.523173,-78.309198",Urban,6.784719196570887,23.0,13.576956350000001
"37.31005,-94.7719","37.434169,-94.702624",Suburban,9.381579868399731,20.0,13.442740214
"47.780541,-117.455375","47.699453,-117.445226",Urban,5.622458481628332,16.0,7.165029001000001
"41.207414,-96.061154","41.177653,-96.059955",Urban,2.057234063070604,6.0,2.215187615
"33.74141,-118.10479","33.829541,-118.090738",Urban,6.142506833110871,16.0,8.147416552000001
"39.6881,-86.61361","39.766794,-86.530319",Suburban,7.010937463040389,17.0,10.127725929
"36.324526,-81.739308","36.197225,-81.659271",Rural,9.861374128275958,21.0,14.057897504
"30.73051,-81.54649","30.620019,-81.534163",Suburban,7.669265815129685,32.0,23.06529152
"33.419068,-86.544426","33.347895,-86.619571",Urban,6.555770178598056,17.0,11.192134452000001
"28.483996,-81.322855","28.540268,-81.276236",Urban,4.809149226897936,18.0,9.209339590999999
"34.608106,-78.934474","34.664608,-79.005897",Urban,5.632624690775142,16.0,8.33258511
"35.817452,-79.908483","35.855693,-80.06605",Suburban,9.212869867191516,22.0,15.989118571999999
"34.233908,-84.962055","34.219865,-85.126571",Suburban,9.448354996641587,12.0,11.48293608
"33.10041,-93.46101","32.984636,-93.462648",Suburban,7.999784372738855,12.0,8.374216967
"38.834912,-76.912745","38.958102,-77.002073",Urban,9.773513912338949,32.0,14.568043095
"44.873953,-93.33406","44.82848,-93.162416",Urban,8.97553097105679,18.0,13.745347891
"29.509589,-90.335128","29.436168,-90.308319",Urban,5.323055411946091,9.0,5.975103536
"44.04192,-89.09845","43.970655,-88.979085",Suburban,7.70933935322593,13.0,9.358468631000001
"38.037321,-121.216156","38.02253,-121.273688",Urban,3.29368700239679,9.0,4.137088118
"33.905813,-118.018247","33.860368,-118.149013",Urban,8.131412554064893,20.0,11.34002075
"38.12372,-81.234","38.059457,-81.103399",Suburban,8.375638409254345,27.0,17.459903729
"31.687303,-96.986233","31.759903,-97.102936",Suburban,8.497277779655322,16.0,12.980440190000001
"41.25059,-87.83143","41.190429,-87.847122",Urban,4.235974093518891,7.0,4.743546214
"38.404605,-77.770885","38.371603,-77.768473",Suburban,2.283959631129717,14.0,6.958733829
"47.835318,-122.326981","47.914251,-122.213538",Urban,7.5752493193998705,22.0,8.345633901
"43.176799,-95.308899","43.12513,-95.152458",Rural,8.656232688917465,16.0,11.710979237
"33.92156,-78.02027","33.942952,-78.032315",Urban,1.6313833129704058,5.0,1.9983291360000002
"36.450115,-95.881381","36.321235,-95.829003",Suburban,9.369247819006782,20.0,12.169551035000001
"39.768729,-80.945431","39.656638,-80.859573",Rural,8.989207976996848,21.0,16.393009722000002
"40.32372,-75.05989","40.20583,-75.098652",Urban,8.397880265384874,20.0,11.020636056
"40.515371,-77.975879","40.491059,-78.041277",Urban,3.824439441023403,9.0,5.093999458
"42.059736,-71.638438","42.116244,-71.465315",Urban,9.69762262145824,25.0,12.267106282
"61.157813,-149.894338","61.209899,-149.743371",Urban,6.182939412601072,20.0,9.255321045
"33.771126,-84.378108","33.716732,-84.31056",Urban,5.402363522626932,14.0,8.814147635000001
"38.002578,-84.539437","38.070394,-84.480475",Urban,5.678975841469838,14.0,9.664183163
"37.185801,-89.557524","37.301311,-89.585287",Suburban,8.125758534685485,14.0,10.731698541
"26.715844,-80.070249","26.710313,-80.150313",Urban,4.956225030813937,14.0,6.167728546
"25.902317,-80.250327","25.858185,-80.324917",Urban,5.549575351959593,17.0,10.082987217
"30.008,-96.44747","30.139938,-96.393224",Rural,9.675870215237593,15.0,12.206833295
"31.11491,-93.27155","31.121821,-93.268628",Suburban,0.5078228583234752,2.0,0.7450238290000001
"38.764906,-88.360495","38.671884,-88.498597",Suburban,9.835423598016678,18.0,14.664976971
"27.933086,-80.638504","28.055164,-80.623116",Urban,8.486871627677619,19.0,9.327400081
"26.803747,-80.076369","26.762267,-80.10317",Urban,3.30858168330256,12.0,5.937199905
"40.18566,-75.45157","40.127701,-75.401803",Urban,4.789919160108535,14.0,6.063959589
"40.520343,-80.037048","40.3869,-80.095856",Urban,9.724636183577797,24.0,15.398816122
"39.425137,-84.472925","39.496726,-84.328276",Urban,9.165451940112796,23.0,11.968848202
"36.160959,-80.378143","36.265864,-80.364617",Urban,7.287359589873605,16.0,9.359090002
"30.191737,-81.603557","30.219222,-81.559468",Urban,3.2461082411253073,15.0,5.875684176
"48.486147,-122.137243","48.441277,-122.343255",Urban,9.934646505402675,20.0,13.033256725000001
"29.503453,-98.664636","29.556216,-98.518163",Urban,9.530490663288736,26.0,14.970691503
"36.019381,-84.243175","36.008738,-84.252819",Urban,0.9117332951162866,3.0,1.283131115
"37.25262,-81.27121","37.305417,-81.34246",Urban,5.352690119941664,15.0,9.098114182
"38.904011,-77.031695","38.962078,-77.027285",Urban,4.019042952121672,23.0,4.490648217
"26.08329,-80.162266","26.162497,-80.204941",Urban,6.0793772739149565,20.0,9.838788414
"36.88259,-83.87854","36.858282,-83.868509",Suburban,1.768677384733974,5.0,2.191575517
"37.850698,-82.760226","37.823797,-82.824979",Rural,3.992422574601894,12.0,7.4222765950000005
"39.757262,-94.882439","39.737071,-94.80373",Urban,4.407930153855272,11.0,5.981317246
"37.785545,-90.443298","37.874939,-90.51226",Urban,7.232760264340683,9.0,8.087764936
"30.467958,-90.393867","30.443561,-90.454272",Urban,3.9730438744148753,13.0,6.244157179
"29.389639,-82.834776","29.50546,-82.87268",Rural,8.321087949644452,29.0,16.698724254
"34.097345,-117.906736","34.073689,-117.88609",Urban,2.01675181766918,10.0,2.817917485
"46.271839,-96.608142","46.283907,-96.629733",Urban,1.3260333583335715,6.0,1.8703267099999998
"30.09965,-91.99012","30.14419,-91.943521",Urban,4.1504418941691235,11.0,6.029162813
"25.701277,-80.405864","25.748146,-80.332238",Urban,5.611571985250355,21.0,9.685931148
"41.08477,-85.62804","41.170354,-85.496481",Rural,9.046942900258912,17.0,11.749504239
"38.422777,-78.877137","38.433448,-78.910301",Urban,1.9405858683019,9.0,3.8922679440000003
"34.00309,-84.012608","34.088975,-83.989999",Urban,6.073613939508112,16.0,7.679524189
"40.183315,-75.231457","40.287435,-75.26511",Urban,7.4097601546278895,17.0,7.9926951729999995
"29.701847,-95.534537","29.573381,-95.567755",Urban,9.09756285064228,20.0,11.771252224
"29.259178,-98.453688","29.348821,-98.433688",Urban,6.309877223414719,16.0,10.073045280999999
"35.697473,-105.982146","35.65039,-105.999072",Urban,3.3890068840894787,11.0,4.61057282
"42.42647,-75.38323","42.49684,-75.52696",Rural,8.79282762534858,19.0,12.780358728000001
"36.091848,-78.908043","36.028321,-78.844532",Urban,5.643588135669379,16.0,9.522510575
"38.280676,-75.651037","38.327269,-75.615103",Suburban,3.762940352265644,8.0,6.991045121
"41.651453,-74.436159","41.742249,-74.371004",Suburban,7.117190832073501,15.0,8.187805667
"47.648763,-122.308282","47.608702,-122.139631",Urban,8.32663553360037,23.0,11.451246158999998
"39.30963,-119.64962","39.422763,-119.756413",Suburban,9.676936876489831,27.0,15.104286268
"36.074934,-106.126648","36.015385,-106.067471",Suburban,5.278073448405842,13.0,7.254506425000001
"38.293234,-104.536493","38.313936,-104.609648",Urban,4.216505585027504,8.0,6.1279608020000005
"34.2085,-77.79637","34.146215,-77.896608",Urban,7.165868343538035,21.0,10.746611445000001
"43.033131,-112.428535","42.909839,-112.46357",Suburban,8.70085168481591,16.0,9.266505723
"40.947833,-77.011087","40.991752,-76.879082",Suburban,7.525539253819943,16.0,8.710378678
"34.150818,-118.368159","34.18838,-118.325757",Urban,3.5512179404352877,16.0,4.930578885
"29.28913,-98.64446","29.264501,-98.549002",Suburban,5.999453117760152,20.0,14.054790649
"36.188826,-83.261343","36.190611,-83.357156",Urban,5.3442406003276215,9.0,7.035783833
"40.079197,-85.389978","40.159019,-85.369505",Urban,5.6202547994632,10.0,6.912131004000001
"32.876046,-96.58227","32.982637,-96.612949",Urban,7.576594351450358,20.0,12.793407518999999
"37.57557,-77.53823","37.536092,-77.532983",Urban,2.742769391488479,11.0,4.9144232389999996
"35.149182,-87.295169","35.273508,-87.315417",Suburban,8.665822654434455,19.0,10.517325545999999
"43.022478,-87.976073","43.087992,-87.906065",Urban,5.7430192081086044,13.0,8.318293577
"45.80061,-87.99834","45.80811,-88.046546",Urban,2.3790020008611372,5.0,2.7887130480000004
"37.802469,-81.282759","37.754372,-81.222356",Urban,4.682367102005143,22.0,8.198368974000001
"47.109524,-122.037015","47.167658,-122.171845",Urban,7.502669759879766,22.0,10.747854187
"40.50312,-81.64096","40.491483,-81.472611",Rural,8.881719685314858,18.0,10.562685628999999
"37.59577,-122.01913","37.688028,-122.130538",Urban,8.819604298388596,18.0,10.324079164999999
"34.58639,-86.536754","34.61596,-86.570684",Urban,2.810321543637491,7.0,3.511367521
"33.6715,-87.6714","33.64555,-87.837726",Suburban,9.73204497646507,16.0,13.385574082000002
"41.844883,-87.624032","41.933155,-87.742423",Urban,8.618613597819463,27.0,11.347477202
"26.339353,-98.737359","26.36605,-98.794507",Urban,3.990168166661672,7.0,4.1010485999999995
"30.295608,-89.463187","30.304168,-89.384535",Urban,4.72911612098967,12.0,6.342333797
"43.44637,-96.83588","43.516781,-96.773492",Suburban,5.7836359992133755,14.0,7.306080218
"47.058452,-122.41648","47.105955,-122.297244",Urban,6.499530519715231,20.0,9.43241178
"46.343935,-94.276015","46.344332,-94.24898",Urban,1.2897784453056935,4.0,1.8001117869999999
"41.43503,-75.610332","41.465605,-75.642215",Urban,2.68124309005209,11.0,4.780828474
"43.52395,-70.39069","43.62225,-70.34298",Urban,7.1995462525073615,20.0,9.425576699
"31.08101,-98.00252","31.063995,-98.159976",Suburban,9.392041790950714,10.0,10.33961344
"37.6193,-75.76382","37.685989,-75.724542",Rural,5.084110757264295,7.0,5.395985764
"38.310958,-85.764463","38.319032,-85.818811",Urban,2.998644495635326,14.0,5.0548530849999995
"29.122892,-95.684009","29.150861,-95.658589",Suburban,2.467373142701671,11.0,6.529987839
"39.327889,-76.63899","39.285548,-76.498316",Urban,8.069687633347383,24.0,10.252000128999999
"40.004593,-76.594727","39.96802,-76.772705",Urban,9.754995329749292,21.0,11.110113479999999
"40.075064,-79.894347","40.137309,-79.84277",Suburban,5.091695065596806,16.0,8.995587967
"32.315983,-95.380577","32.282922,-95.331332",Urban,3.672810554559484,11.0,5.7700511059999995
"41.56476,-87.53893","41.696272,-87.518321",Urban,9.14873391570914,24.0,10.328428762
"42.062009,-72.49874","42.172414,-72.573854",Urban,8.544629093643982,25.0,16.047527446
"37.67205,-82.28403","37.658671,-82.271664",Rural,1.1454077182272666,3.0,1.449037172
"41.166401,-75.961432","41.238552,-75.858539",Urban,7.311798685150221,18.0,12.385788143
"37.982677,-84.560827","38.070394,-84.480475",Urban,7.473777479305221,17.0,11.351205428
"38.793641,-77.531024","38.888946,-77.443193",Urban,8.105755536200759,16.0,12.15401676
"43.076609,-86.19538","43.202978,-86.197743",Urban,8.7320793430596,13.0,10.562064258000001
"38.73283,-86.4736","38.868294,-86.503465",Suburban,9.496816872547232,17.0,12.935080107000001
"36.520002,-105.534027","36.387562,-105.586088",Rural,9.597230513490326,24.0,12.400079676
"42.29658,-71.055215","42.238025,-70.985981",Urban,5.375819230351553,17.0,8.965140788000001
"29.653042,-82.440667","29.627344,-82.387803",Urban,3.637413891680068,11.0,4.89018977
"42.15363,-90.59235","42.049453,-90.664714",Suburban,8.097669912906166,14.0,9.362818228
"38.801233,-121.230374","38.888596,-121.292601",Urban,6.902836030984451,20.0,12.474022825
"40.644962,-73.956304","40.714269,-74.005973",Urban,5.4501900070898825,25.0,7.003472541000001
"43.57079,-93.28354","43.664086,-93.326229",Suburban,6.790612740918509,10.0,8.430761728
"27.99085,-82.69316","27.959178,-82.748315",Urban,4.014443771239822,14.0,5.546978917
"36.510756,-83.057056","36.396546,-83.019839",Suburban,8.157715459208923,26.0,16.5906057
"37.750502,-121.749055","37.68997,-121.87697",Suburban,8.146539333125725,15.0,11.201455017
"40.299561,-75.254097","40.287435,-75.26511",Urban,1.0192184400988282,2.0,1.1215746549999999
"42.942183,-90.964596","43.018119,-91.108812",Rural,8.981610318088745,14.0,10.971547747
"38.823707,-83.699476","38.784149,-83.564313",Urban,7.77404807208104,16.0,10.951663875
"40.57893,-86.19027","40.479082,-86.105231",Suburban,8.218184639251458,14.0,9.420605731
"40.242313,-74.578709","40.253981,-74.553282",Urban,1.5646011389747436,5.0,2.083456963
"35.905477,-79.090077","35.858786,-79.079298",Urban,3.281989834408896,9.0,4.18804054
"33.823943,-118.111336","33.833358,-117.994742",Urban,6.723610592848706,21.0,8.366139144
"30.869984,-88.118401","30.761723,-88.229485",Urban,9.970010962849445,23.0,16.813677889
"35.30004,-106.55114","35.23951,-106.65776",Urban,7.325669133595065,21.0,11.262349375
"61.151903,-149.776157","61.209899,-149.743371",Urban,4.1532637571472515,13.0,6.611387440000001
"34.76011,-82.75375","34.861405,-82.681301",Urban,8.116339930101507,16.0,10.501791271
"35.729742,-78.773829","35.801454,-78.784522",Urban,4.990961714366316,15.0,5.701700296
"41.550139,-72.655357","41.663008,-72.718397",Urban,8.451243400819438,19.0,12.761717598
"43.021514,-88.017587","42.984029,-87.950206",Urban,4.277859055571579,15.0,7.238350778999999
"40.707133,-73.829247","40.750422,-73.996328",Urban,9.24544205722306,34.0,12.946886156
"40.13018,-75.331629","40.127701,-75.401803",Urban,3.711145369303319,14.0,4.992715985
"38.19864,-92.6388","38.088544,-92.690745",Suburban,8.113724559138278,13.0,12.131647404
"32.732288,-117.037344","32.779351,-117.012689",Urban,3.5533396140738227,12.0,6.607659214
"38.6123,-90.124308","38.734298,-90.141291",Urban,8.478895409100359,18.0,10.741019106000001
"37.37004,-121.892093","37.330571,-121.859934",Urban,3.2491148541493327,19.0,4.964132919
"35.386535,-85.376504","35.386173,-85.381906",Suburban,0.305318171357968,4.0,0.7736068950000001
"45.81512,-122.7426","45.771933,-122.549416",Suburban,9.773320027114464,19.0,12.165822809
"36.525039,-82.369895","36.544963,-82.234642",Suburban,7.633867676085925,18.0,10.341477553
"36.780953,-88.78873","36.720973,-88.629732",Suburban,9.729024316846964,18.0,13.356369645000001
"38.336582,-76.450404","38.292908,-76.50338",Urban,4.165788380630692,15.0,7.8758774250000005
"32.24376,-96.4986","32.331123,-96.620744",Suburban,9.34537898691957,11.0,10.490606592999999
"38.592418,-77.346866","38.581699,-77.30835",Urban,2.208068837911826,9.0,3.1031267739999997
"41.009287,-80.618344","41.029073,-80.631235",Urban,1.5233233212672677,8.0,3.566048169
"39.730787,-104.953335","39.825311,-105.056447",Urban,8.522464863601078,27.0,11.919759893
"40.784369,-73.843641","40.81411,-74.013489",Urban,9.118289451105031,43.0,20.293976859999997
"37.160405,-82.798143","37.117083,-82.794957",Rural,2.998404768907439,7.0,3.403870338
"45.528666,-122.678981","45.450699,-122.575338",Urban,7.363551163619576,26.0,9.781622282
"28.236875,-82.228112","28.234745,-82.344285",Suburban,7.07319668862714,18.0,9.206854107
"33.924538,-118.202954","33.829541,-118.090738",Urban,9.19339273195765,19.0,13.033878095999999
"35.21959,-80.11895","35.339958,-80.1759",Suburban,8.915416849947244,19.0,12.226717167
"44.16608,-92.53491","44.077152,-92.512245",Suburban,6.246333565843091,10.0,7.155708436
"33.856754,-84.534496","33.728255,-84.508099",Urban,9.006889458636698,20.0,12.546723232
"42.809252,-96.26257","42.781841,-96.187651",Rural,4.244345537905268,12.0,6.646805586999999
"34.95295,-78.50862","34.959189,-78.515476",Suburban,0.580136402591349,2.0,0.623856484
"35.496491,-94.299086","35.479237,-94.228933",Urban,4.12282260076586,11.0,6.907160036
"41.92204,-71.54951","41.976337,-71.505448",Urban,4.381893088664543,12.0,7.049453995
"35.1,-78.8","35.003006,-78.90337",Suburban,8.893690789305953,16.0,10.048811812
"30.33688,-94.05995","30.340436,-94.146949",Suburban,5.193688508827784,22.0,9.439246861
"45.00505,-72.09899","44.950484,-72.171959",Rural,5.1897167674876945,10.0,6.596474536
"39.742779,-92.327977","39.752274,-92.464244",Suburban,7.26868925913308,8.0,7.817468551
"47.726282,-116.789948","47.749069,-116.793358",Urban,1.5823851661978,7.0,2.161128338
"43.847662,-111.693201","43.852599,-111.777823",Suburban,4.2302377995357,7.0,4.875276866
"37.577499,-92.759488","37.658497,-92.649317",Suburban,8.226489575934883,11.0,9.776651314
"43.669317,-92.830439","43.684931,-92.986364",Suburban,7.866108978646693,10.0,8.855158121
"33.606131,-112.284114","33.496341,-112.172541",Urban,9.940780687788427,25.0,12.011101429999998
"43.526706,-72.869165","43.612769,-72.963098",Suburban,7.581001860771651,20.0,10.395536830000001
