zip,15_min,30_min,45_min,60_min,ruca,population,median_household_income
2806,15,29,44,58,Urban,"17,201","$130,455"
2807,0,1,8,20,Rural,"1,007","$72,279"
2808,6,17,31,61,Urban,"2,432","$67,480"
2809,15,29,42,54,Urban,"22,305","$80,727"
2812,3,13,25,48,Suburban,"1,043","$111,279"
2813,1,10,22,42,Suburban,"8,012","$86,023"
2814,5,21,43,67,Suburban,"7,638","$93,060"
2815,6,19,38,59,Suburban,155,
2816,13,26,46,69,Urban,"32,348","$86,981"
2817,4,18,32,56,Suburban,"6,500","$126,402"
2818,11,25,43,60,Urban,"19,814","$109,796"
2822,6,16,29,48,Suburban,"6,155","$84,018"
2823,14,28,45,66,Urban,25,
2824,14,35,55,75,Urban,140,
2825,5,19,39,61,Suburban,"5,771","$97,651"
2826,15,32,56,75,Urban,589,"$68,471"
2827,5,18,34,59,Suburban,"2,357","$90,192"
2828,14,33,51,73,Urban,"7,331","$82,414"
2829,14,32,50,73,Urban,152,
2830,15,33,56,77,Urban,"6,377","$107,033"
2831,13,30,46,69,Urban,"4,201","$121,250"
2832,3,15,25,52,Suburban,"4,901","$96,951"
2833,1,12,22,52,Suburban,782,"$33,547"
2835,10,20,35,46,Urban,"5,531","$120,129"
2836,2,15,24,46,Suburban,95,
2837,3,16,27,39,Suburban,"3,600","$96,111"
2838,14,34,52,73,Urban,"3,645","$59,883"
2839,14,31,55,76,Urban,"1,313","$78,477"
2840,9,19,33,45,Urban,"23,460","$77,042"
2841,10,19,34,46,Urban,"1,862",
2842,11,19,35,46,Urban,"16,983","$88,211"
2852,10,22,42,56,Urban,"22,979","$96,100"
2857,8,20,41,64,Suburban,"7,992","$104,617"
2858,14,32,56,77,Urban,622,"$111,250"
2859,13,31,59,76,Urban,"7,401","$103,218"
2860,15,34,51,65,Urban,"48,092","$49,357"
2861,16,34,50,64,Urban,"27,128","$73,285"
2863,16,35,52,66,Urban,"22,192","$40,235"
2864,15,37,53,71,Urban,"36,053","$104,975"
2865,14,36,53,70,Urban,"18,269","$103,934"
2871,12,22,39,49,Urban,"17,674","$104,677"
2872,13,27,40,52,Urban,128,
2873,1,14,25,55,Suburban,72,
2874,10,21,35,50,Urban,"6,615","$124,471"
2875,2,14,24,47,Suburban,305,"$87,800"
2876,15,34,56,76,Urban,782,"$30,513"
2878,13,25,35,50,Urban,"16,287","$85,522"
2879,6,19,31,53,Urban,"22,325","$102,397"
2881,7,20,34,53,Urban,"6,844","$72,466"
2882,4,17,28,47,Urban,"13,574","$83,502"
2885,16,30,43,55,Urban,"11,166","$75,755"
2886,12,26,43,63,Urban,"29,991","$75,404"
2888,14,27,43,61,Urban,"18,398","$78,269"
2889,14,27,43,59,Urban,"28,433","$79,274"
2891,5,13,28,60,Urban,"21,998","$82,331"
2892,3,15,26,50,Suburban,"6,144","$118,542"
2893,13,25,44,64,Urban,"30,823","$62,649"
2894,2,11,22,47,Suburban,555,"$71,813"
2895,14,36,54,75,Urban,"43,177","$48,882"
2896,15,35,55,74,Urban,"11,499","$95,595"
2898,3,15,26,50,Suburban,"1,441","$86,122"
2903,15,34,46,63,Urban,"12,450","$50,966"
2904,15,34,49,68,Urban,"31,494","$56,139"
2905,14,33,46,62,Urban,"26,569","$45,594"
2906,14,33,47,63,Urban,"26,299","$93,341"
2907,15,32,46,64,Urban,"31,705","$39,522"
2908,14,32,48,66,Urban,"38,977","$63,775"
2909,14,33,47,65,Urban,"42,021","$52,232"
2910,14,31,46,65,Urban,"22,469","$77,951"
2911,15,36,48,70,Urban,"16,151","$69,306"
2912,14,33,47,62,Urban,"4,247",
2914,16,33,47,62,Urban,"21,966","$51,513"
2915,15,31,45,59,Urban,"15,912","$76,385"
2916,15,33,47,62,Urban,"9,293","$85,025"
2917,13,35,54,73,Urban,"14,595","$92,440"
2918,14,33,48,68,Urban,"2,934",
2919,15,33,47,68,Urban,"29,473","$76,592"
2921,14,30,45,66,Urban,"12,384","$112,767"
2920,12,32,44,64,Urban,"37,389","$68,794"
3031,8,20,39,57,Urban,"11,744","$142,083"
3032,5,17,30,43,Suburban,"5,852","$127,330"
3033,3,17,34,55,Suburban,"5,591","$150,893"
3034,5,15,27,39,Suburban,"4,166","$106,868"
3036,6,18,29,42,Suburban,"5,198","$131,635"
3037,2,15,23,36,Suburban,"4,664","$111,833"
3038,12,24,38,55,Urban,"34,371","$84,819"
3042,2,15,26,37,Suburban,"7,077","$88,671"
3043,0,4,20,36,Rural,"1,542","$99,185"
3044,5,18,26,39,Suburban,"4,680","$116,944"
3045,6,18,37,51,Urban,"13,824","$100,751"
3046,3,9,26,40,Suburban,"3,006","$136,548"
3047,0,10,23,47,Suburban,"1,789","$89,179"
3048,3,15,30,54,Suburban,"3,468","$80,761"
3049,4,17,33,53,Suburban,"8,324","$144,514"
3051,12,26,44,61,Urban,"25,314","$112,285"
3052,10,23,42,58,Urban,"8,467","$122,139"
3053,11,26,41,56,Urban,"25,534","$116,996"
3054,10,21,40,56,Urban,"26,730","$114,562"
3055,9,21,42,59,Urban,"16,041","$82,990"
3057,3,15,28,47,Suburban,"2,584","$134,356"
3060,13,26,45,62,Urban,"31,039","$58,434"
3062,13,27,47,66,Urban,"28,562","$95,279"
3063,11,26,44,60,Urban,"16,289","$93,876"
3064,11,26,43,59,Urban,"14,769","$69,637"
3070,3,10,28,44,Suburban,"6,051","$122,292"
3071,0,6,23,40,Rural,"5,217","$81,958"
3076,12,28,44,61,Urban,"14,099","$111,333"
3077,13,22,30,50,Urban,"10,670","$82,521"
3079,13,25,40,57,Urban,"30,158","$91,276"
3082,1,13,25,48,Suburban,"1,628","$94,000"
3084,0,6,20,40,Rural,"1,257","$88,056"
3086,7,21,43,59,Urban,"4,096","$83,477"
3087,12,25,44,59,Urban,"15,587","$167,641"
3101,9,22,36,53,Urban,"3,114","$58,802"
3102,8,21,36,52,Urban,"33,924","$60,103"
3103,10,23,35,54,Urban,"37,602","$61,743"
3104,9,21,36,51,Urban,"34,557","$73,574"
3106,7,20,34,49,Urban,"14,732","$88,638"
3109,10,23,35,53,Urban,"10,023","$87,540"
3110,7,19,38,55,Urban,"23,157","$143,119"
3215,0,2,7,12,Rural,198,"$83,281"
3216,0,3,7,18,Rural,"2,420","$81,333"
3217,2,3,10,19,Suburban,"2,365","$48,509"
3218,2,10,20,33,Suburban,"1,411","$81,335"
3220,2,6,17,30,Suburban,"7,424","$67,697"
3221,0,2,11,21,Rural,"2,142","$88,000"
3222,0,3,6,15,Rural,"5,992","$70,000"
3223,1,2,7,11,Rural,"3,382","$73,919"
3224,2,6,19,32,Suburban,"2,233","$102,750"
3225,3,8,20,33,Suburban,"3,491","$75,202"
3226,1,4,10,23,Suburban,825,"$91,071"
3227,0,3,5,16,Rural,"1,364","$127,813"
3229,1,7,20,34,Suburban,"5,941","$100,665"
3230,0,3,6,15,Rural,"1,366","$60,268"
3231,0,4,7,17,Rural,138,"$90,804"
3233,0,2,7,17,Rural,235,"$116,034"
3234,2,12,21,37,Suburban,"4,843","$96,607"
3235,2,5,13,30,Suburban,"8,859","$61,678"
3237,3,6,19,32,Suburban,"2,100","$84,199"
3238,0,3,5,9,Rural,84,"$39,250"
3240,0,4,6,14,Rural,"1,125","$70,625"
3241,1,3,7,11,Rural,"1,010","$81,607"
3242,0,3,11,29,Rural,"5,671","$79,500"
3243,1,3,8,17,Rural,881,"$77,019"
3244,0,8,20,33,Suburban,"7,632","$84,861"
3245,2,3,10,20,Suburban,"2,092","$78,304"
3246,3,7,18,34,Urban,"16,847","$63,812"
3249,4,10,23,36,Urban,"7,642","$102,358"
3251,0,3,6,8,Rural,"1,401","$58,917"
3253,3,4,11,23,Suburban,"6,630","$61,359"
3254,0,4,6,19,Rural,"4,876","$82,526"
3255,0,1,9,21,Rural,"1,902","$102,273"
3256,3,4,10,23,Suburban,"2,572","$74,509"
3257,0,3,8,17,Rural,"4,261","$81,984"
3258,2,9,21,36,Suburban,"2,677","$110,291"
3259,0,3,6,15,Rural,250,"$71,616"
3260,0,2,9,17,Rural,"1,027","$110,089"
3261,3,15,22,36,Suburban,"4,601","$104,653"
3262,0,3,6,8,Rural,"1,177","$62,750"
3263,1,9,20,35,Suburban,"4,129","$58,036"
3264,1,3,10,17,Suburban,"6,916","$68,984"
3266,1,1,7,11,Rural,"1,963","$57,361"
3268,0,3,9,22,Rural,"1,467","$79,519"
3269,2,4,14,27,Suburban,"2,935","$75,833"
3273,0,2,9,22,Rural,287,"$160,379"
3275,5,19,31,45,Urban,"12,002","$82,907"
3276,3,6,15,29,Suburban,"8,758","$61,664"
3278,0,5,14,32,Suburban,"3,004","$74,792"
3279,0,2,7,9,Rural,783,"$48,563"
3280,0,2,10,21,Rural,"1,157","$78,542"
3281,1,8,23,41,Suburban,"9,072","$101,773"
3282,1,3,8,12,Suburban,"1,099","$79,375"
3284,0,2,6,15,Rural,863,"$98,542"
3285,0,1,6,11,Rural,"2,704","$72,973"
3287,0,2,7,15,Rural,"1,512","$104,241"
3290,2,14,24,35,Suburban,"5,090","$95,655"
3291,3,14,23,35,Suburban,111,
3293,0,2,6,10,Rural,215,"$53,333"
3301,4,13,29,43,Urban,"33,289","$72,594"
3303,3,11,26,39,Urban,"16,240","$79,599"
3304,3,9,25,40,Suburban,"8,227","$132,774"
3307,2,8,20,33,Suburban,"5,634","$64,836"
3431,3,7,22,44,Urban,"25,062","$62,938"
3440,0,2,14,27,Rural,"2,943","$75,536"
3441,2,6,19,34,Suburban,261,"$37,188"
3442,0,4,17,30,Rural,"1,508","$67,863"
3443,2,4,12,34,Suburban,276,"$70,156"
3444,2,9,22,43,Suburban,"1,542","$88,467"
3445,1,5,16,37,Suburban,655,"$84,107"
3446,2,5,15,37,Suburban,"6,415","$74,598"
3447,2,8,23,42,Suburban,"2,341","$77,727"
3448,1,4,13,31,Suburban,826,"$66,875"
3449,1,9,22,42,Suburban,"1,737","$75,313"
3450,2,7,18,40,Suburban,"1,017","$85,956"
3451,2,4,15,33,Suburban,"3,970","$65,921"
3452,2,8,25,43,Suburban,"5,345","$68,222"
3455,2,5,17,39,Suburban,"2,528","$75,313"
3456,1,4,13,30,Suburban,791,"$90,568"
3457,1,4,16,36,Suburban,784,"$89,583"
3458,1,11,24,47,Suburban,"6,869","$101,063"
3461,1,6,17,37,Rural,"6,383","$84,861"
3462,2,4,12,34,Suburban,"1,468","$98,099"
3464,1,4,16,35,Suburban,863,"$83,281"
3465,2,6,20,41,Suburban,"1,768","$54,375"
3466,2,4,11,29,Suburban,"1,818","$99,673"
3467,2,5,11,28,Suburban,"1,944","$96,250"
3470,3,5,18,36,Suburban,"5,066","$66,200"
3561,1,2,6,8,Suburban,"6,015","$45,141"
3570,1,4,7,12,Urban,"9,710","$39,479"
3574,1,2,5,7,Rural,"2,534","$68,125"
3575,0,3,5,11,Suburban,5,
3576,0,0,2,3,Rural,"2,752","$47,288"
3579,0,1,2,7,Suburban,353,"$55,625"
3580,1,2,5,8,Rural,"1,308","$74,821"
3581,1,5,8,14,Urban,"3,139","$60,082"
3582,0,1,2,6,Rural,"2,143","$46,302"
3583,1,2,4,9,Suburban,905,"$58,617"
3584,0,2,3,7,Rural,"3,417","$63,060"
3585,1,2,4,8,Rural,"2,599","$63,278"
3586,1,2,5,7,Rural,652,"$113,438"
3588,1,1,5,9,Suburban,"1,538","$66,705"
3590,0,0,3,4,Rural,"1,118","$45,625"
3592,0,0,0,2,Rural,"1,064","$53,750"
3593,1,3,6,12,Suburban,386,"$82,750"
3595,1,4,5,11,Suburban,706,"$67,000"
3597,0,1,2,6,Rural,628,"$45,469"
3598,1,3,5,9,Suburban,"3,522","$57,250"
3601,1,4,10,22,Suburban,502,"$70,938"
3602,1,3,11,26,Suburban,"2,352","$61,964"
3603,1,3,8,19,Suburban,"5,194","$48,657"
3604,0,3,9,23,Suburban,0,
3605,0,2,7,18,Rural,792,"$77,813"
3607,1,4,11,23,Suburban,323,"$73,438"
3608,1,4,9,26,Suburban,"3,100","$70,096"
3609,0,3,8,25,Suburban,555,"$90,833"
3740,1,2,3,8,Rural,"1,063","$60,813"
3741,1,4,7,14,Suburban,"4,157","$78,250"
3743,1,2,8,17,Suburban,"13,612","$46,731"
3745,1,2,6,12,Rural,"1,700","$78,894"
3748,1,4,8,14,Suburban,"4,550","$92,113"
3750,1,3,7,12,Suburban,889,"$174,875"
3751,0,2,7,15,Rural,444,"$36,410"
3752,0,1,6,17,Rural,"1,010","$56,607"
3753,0,2,6,13,Rural,"3,380","$147,219"
3755,1,5,9,16,Urban,"10,723","$143,990"
3765,1,2,4,9,Rural,505,"$70,798"
3766,2,6,10,18,Urban,"10,055","$85,094"
3768,0,2,6,10,Rural,"1,658","$125,156"
3770,1,2,5,11,Rural,606,"$139,044"
3771,0,2,3,7,Rural,837,"$74,063"
3773,1,2,10,19,Suburban,"7,624","$67,649"
3774,1,2,4,9,Rural,"1,774","$45,547"
3777,0,3,7,11,Suburban,"1,449","$81,875"
3779,1,4,7,11,Suburban,714,"$75,625"
3780,1,3,4,9,Rural,544,
3781,1,2,4,10,Rural,"2,088","$98,300"
3782,0,2,7,15,Rural,"3,065","$97,011"
3784,2,5,10,16,Urban,"4,261","$66,934"
3785,1,2,3,8,Rural,"2,240","$49,387"
3801,6,16,27,39,Urban,"22,904","$92,576"
3809,2,6,17,28,Suburban,"3,818","$87,201"
3810,1,6,15,28,Suburban,"2,008","$108,288"
3811,14,23,39,53,Urban,"7,086","$123,257"
3812,0,1,6,12,Rural,652,"$36,394"
3813,1,2,10,19,Suburban,"3,273","$55,218"
3814,0,2,8,21,Rural,"2,349","$60,268"
3816,0,2,8,21,Rural,"1,509","$68,207"
3817,0,1,5,17,Rural,891,"$52,072"
3818,1,1,8,18,Suburban,"4,098","$66,029"
3819,12,22,36,50,Urban,"4,224","$95,869"
3820,7,15,29,37,Urban,"32,676","$82,464"
3823,5,11,24,32,Suburban,"2,166","$144,191"
3824,7,15,27,38,Urban,"15,410","$87,396"
3825,4,12,22,32,Suburban,"9,270","$102,512"
3826,13,22,37,52,Urban,"2,904","$97,500"
3827,9,23,32,47,Urban,"3,216","$113,750"
3830,0,6,15,25,Suburban,"1,329","$58,056"
3832,1,1,6,18,Rural,346,"$68,750"
3833,9,23,31,45,Urban,"22,334","$96,120"
3835,1,10,20,28,Suburban,"6,771","$60,322"
3836,0,1,8,18,Rural,"1,305","$70,875"
3837,2,7,19,30,Suburban,"1,829","$98,611"
3838,1,2,5,11,Rural,"1,303","$83,607"
3839,6,17,28,35,Urban,"3,818","$78,417"
3840,6,19,27,42,Urban,"4,006","$124,695"
3841,13,23,36,53,Urban,"6,255","$105,078"
3842,7,21,27,45,Urban,"15,979","$87,554"
3844,8,22,30,47,Urban,"2,305","$140,625"
3845,1,1,5,16,Rural,"1,199","$58,209"
3846,0,2,4,11,Rural,988,"$69,886"
3847,1,2,10,17,Suburban,439,"$85,844"
3848,9,23,33,49,Urban,"6,177","$82,017"
3849,1,1,6,17,Rural,"1,377","$84,759"
3850,0,3,7,22,Rural,85,
3851,3,13,24,36,Urban,"4,121","$81,310"
3852,3,13,22,32,Urban,382,
3853,0,2,8,22,Rural,819,"$84,323"
3854,5,13,28,36,Urban,817,"$150,875"
3855,1,8,19,27,Suburban,"2,698","$89,150"
3856,9,20,28,45,Urban,"2,022","$174,044"
3857,7,20,27,43,Urban,"9,365","$83,070"
3858,13,22,37,54,Urban,"4,801","$135,863"
3860,1,2,8,18,Suburban,"3,817","$60,208"
3861,5,14,25,35,Suburban,"4,524","$88,750"
3862,6,22,28,45,Urban,"4,507","$120,808"
3864,0,2,10,20,Rural,"1,998","$61,993"
3865,13,22,38,54,Urban,"7,812","$90,508"
3867,5,15,26,37,Urban,"22,240","$70,861"
3868,6,16,25,35,Urban,"6,259","$61,667"
3869,6,15,27,34,Urban,"2,421","$74,092"
3870,6,18,27,40,Urban,"5,180","$115,815"
3871,6,19,26,42,Urban,331,
3872,0,6,16,26,Suburban,"4,109","$94,000"
3873,13,23,36,51,Urban,"6,498","$116,048"
3874,7,22,30,47,Urban,"8,627","$79,072"
3875,0,1,6,17,Rural,"1,137","$85,109"
3878,6,16,26,35,Urban,"12,061","$68,909"
3882,0,1,11,19,Rural,"1,721","$75,179"
3883,0,3,5,16,Rural,548,
3884,2,14,21,35,Suburban,"4,231","$120,453"
3885,6,21,27,43,Urban,"7,662","$130,923"
3886,0,2,4,16,Rural,"1,256","$55,841"
3887,1,8,19,26,Suburban,"1,947","$74,338"
3890,0,2,7,18,Rural,79,
3894,0,1,9,20,Rural,"6,414","$67,699"
3897,0,1,5,17,Rural,33,"$250,001"
3901,6,15,26,35,Urban,"7,891","$75,541"
3902,3,8,19,31,Suburban,"2,262","$97,250"
3903,7,15,29,37,Urban,"6,725","$84,768"
3904,7,13,28,36,Urban,"8,108","$66,517"
3905,6,12,28,36,Urban,"1,898","$120,583"
3906,3,8,19,32,Suburban,"4,950","$82,829"
3907,0,6,10,21,Rural,"1,207","$80,673"
3908,6,10,25,34,Urban,"7,443","$90,446"
3909,7,10,29,33,Urban,"10,982","$102,335"
3910,5,10,25,32,Urban,43,
3911,5,10,29,33,Urban,294,
4001,2,6,17,25,Suburban,"2,599","$68,073"
4002,2,7,15,25,Suburban,"7,582","$59,132"
4003,2,5,9,15,Suburban,199,
4005,4,9,16,25,Urban,"24,462","$60,276"
4006,4,9,14,24,Urban,54,"$250,001"
4008,1,4,10,14,Suburban,"3,042","$85,556"
4009,0,3,8,15,Rural,"5,118","$72,332"
4010,1,3,12,20,Suburban,"1,658","$53,031"
4011,3,7,13,17,Urban,"21,589","$67,488"
4015,2,6,11,16,Suburban,"3,643","$56,731"
4017,4,8,11,19,Urban,566,"$54,375"
4019,2,6,8,15,Suburban,47,"$98,359"
4020,0,2,11,19,Rural,"1,758","$61,099"
4021,5,8,12,21,Urban,"6,555","$120,938"
4022,0,4,12,20,Suburban,"1,135","$66,146"
4024,1,7,12,21,Suburban,544,"$59,760"
4027,2,6,19,27,Suburban,"6,437","$92,117"
4029,1,6,13,19,Suburban,"1,930","$57,037"
4030,2,7,15,23,Suburban,"2,247","$93,274"
4032,5,8,12,20,Urban,"8,622","$86,870"
4037,1,1,5,16,Rural,"3,827","$51,500"
4038,4,5,12,19,Suburban,"18,114","$90,446"
4039,2,7,10,18,Suburban,"7,773","$88,917"
4040,0,4,8,13,Rural,"2,952","$50,476"
4041,0,4,12,21,Suburban,"1,674","$47,734"
4042,3,7,15,23,Suburban,"4,707","$82,500"
4043,2,8,11,24,Suburban,"11,466","$88,865"
4046,2,8,11,24,Suburban,"7,860","$86,642"
4047,0,1,10,19,Rural,"1,686","$62,228"
4048,0,7,15,24,Suburban,"3,169","$77,537"
4049,0,6,13,21,Suburban,"3,883","$71,529"
4050,2,5,8,15,Suburban,271,"$73,750"
4051,0,2,6,15,Rural,"1,321","$63,125"
4055,1,6,11,19,Suburban,"3,911","$61,442"
4056,0,8,17,24,Suburban,96,"$44,625"
4057,0,4,8,14,Rural,289,
4061,0,7,15,23,Suburban,"3,120","$81,094"
4062,3,8,14,25,Urban,"18,438","$87,162"
4063,4,9,15,25,Urban,621,"$53,219"
4064,5,9,15,25,Urban,"8,333","$56,408"
4066,2,5,9,15,Suburban,640,"$111,435"
4068,1,2,14,22,Suburban,"1,469","$43,981"
4069,3,6,9,16,Suburban,"1,565","$94,531"
4071,1,7,10,17,Suburban,"4,990","$79,077"
4072,4,9,16,25,Urban,"20,203","$72,700"
4073,4,11,22,32,Urban,"17,114","$63,750"
4074,5,9,14,22,Urban,"21,639","$107,210"
4076,1,7,15,25,Suburban,"2,930","$76,071"
4079,2,5,9,16,Suburban,"4,146","$80,813"
4083,4,11,22,31,Urban,"4,698","$72,642"
4084,1,7,11,20,Suburban,"7,396","$82,000"
4085,1,7,12,21,Suburban,"2,787","$79,883"
4086,2,7,12,16,Urban,"9,431","$73,345"
4087,2,7,15,24,Suburban,"2,553","$83,219"
4088,0,2,6,12,Rural,"1,259","$59,231"
4090,0,6,11,21,Rural,"11,156","$71,090"
4091,0,6,12,20,Suburban,769,"$74,688"
4092,4,8,14,23,Urban,"20,074","$71,335"
4093,3,5,14,20,Suburban,"8,332","$69,465"
4095,0,7,16,25,Suburban,"1,617","$51,250"
4096,4,7,10,20,Urban,"8,903","$90,942"
4097,2,7,9,17,Suburban,"4,037","$105,917"
4101,4,7,13,21,Urban,"17,816","$50,858"
4102,4,8,13,21,Urban,"17,174","$71,126"
4103,4,8,14,21,Urban,"32,011","$76,540"
4105,5,8,13,22,Urban,"12,221","$130,739"
4106,4,7,13,21,Urban,"26,646","$73,492"
4107,4,7,13,20,Urban,"9,448","$129,503"
4108,2,5,8,15,Suburban,885,"$86,000"
4109,2,5,8,15,Suburban,130,
4110,4,8,12,20,Urban,"1,777","$139,837"
4210,4,8,12,18,Urban,"23,790","$55,402"
4216,0,1,4,8,Rural,657,"$42,188"
4217,0,3,6,9,Rural,"3,280","$36,638"
4219,0,2,7,12,Rural,"1,298","$51,625"
4220,2,5,11,14,Suburban,"3,486","$77,652"
4221,0,4,7,12,Rural,"1,059","$48,750"
4222,2,6,9,15,Suburban,"4,170","$82,868"
4224,1,2,6,11,Rural,"2,675","$53,051"
4226,0,1,4,9,Rural,80,"$41,477"
4227,1,2,7,11,Rural,32,
4231,0,3,6,10,Rural,257,"$38,125"
4234,1,2,7,10,Rural,0,
4236,1,5,10,15,Suburban,"4,403","$85,685"
4237,0,2,6,9,Rural,219,
4238,2,6,12,15,Suburban,"1,324","$77,644"
4239,1,2,7,11,Rural,"4,661","$67,716"
4240,4,8,13,18,Urban,"36,615","$48,069"
4250,3,7,13,17,Urban,"4,532","$66,528"
4252,2,7,13,17,Urban,"5,056","$68,142"
4253,0,5,9,15,Suburban,"1,873","$70,855"
4254,1,6,8,15,Suburban,"3,089","$38,913"
4255,0,2,6,10,Rural,618,"$49,107"
4256,2,5,11,15,Suburban,"3,109","$62,429"
4257,1,3,8,11,Suburban,"2,739","$40,889"
4258,2,6,10,16,Suburban,"2,766","$83,355"
4259,2,6,10,16,Suburban,"3,279","$65,625"
4260,2,6,11,17,Suburban,"5,668","$88,467"
4261,0,1,2,6,Rural,282,"$31,250"
4263,1,6,10,16,Suburban,"2,427","$70,347"
4265,1,6,10,15,Suburban,790,"$59,286"
4267,0,2,6,13,Rural,27,"$61,250"
4268,1,4,11,15,Suburban,"5,075","$50,507"
4270,2,5,12,16,Suburban,"6,248","$59,526"
4271,1,4,11,14,Suburban,0,
4274,3,6,11,15,Suburban,"5,880","$74,886"
4275,1,2,6,10,Suburban,584,"$41,875"
4276,1,4,7,13,Suburban,"5,846","$44,870"
4280,4,9,14,17,Urban,"6,804","$64,866"
4281,1,4,11,15,Suburban,"5,180","$51,442"
4282,2,5,11,15,Suburban,"5,864","$78,848"
4284,1,6,10,15,Suburban,"1,006","$51,125"
4285,0,2,4,8,Rural,393,"$55,066"
4286,0,2,6,9,Rural,0,
4287,2,6,11,15,Suburban,"3,147","$70,000"
4289,2,4,9,14,Suburban,"2,017","$52,578"
4290,1,4,9,13,Suburban,"1,590","$66,544"
4292,1,4,11,13,Suburban,"1,024","$46,023"
4294,1,2,7,10,Rural,"3,954","$50,489"
4330,2,7,12,15,Urban,"26,271","$46,515"
4341,1,3,8,16,Suburban,30,
4342,1,4,10,14,Suburban,"1,883","$69,375"
4344,1,8,13,17,Urban,"2,987","$59,519"
4345,1,7,13,16,Urban,"12,163","$64,859"
4346,1,4,11,13,Suburban,"1,595","$52,639"
4347,2,8,12,16,Urban,"2,542","$57,250"
4348,0,4,8,16,Suburban,"3,417","$65,231"
4349,1,7,8,15,Suburban,"1,274","$54,375"
4350,1,4,12,15,Suburban,"3,587","$71,691"
4351,1,5,10,13,Suburban,"2,412","$77,941"
4352,2,6,9,13,Suburban,"1,613","$55,375"
4353,0,4,7,14,Suburban,"2,251","$75,139"
4354,0,3,10,13,Suburban,"1,408","$77,333"
4355,1,6,10,13,Suburban,"2,587","$94,219"
4357,1,3,10,14,Suburban,"3,503","$55,878"
4358,2,4,8,15,Suburban,"4,351","$83,705"
4359,2,6,13,16,Urban,282,
4360,1,5,9,13,Suburban,602,"$63,274"
4363,1,3,8,14,Suburban,"2,627","$59,440"
4364,1,6,11,13,Suburban,"6,103","$74,338"
4401,3,4,7,10,Urban,"44,184","$57,428"
4406,0,0,2,7,Rural,722,"$42,222"
4408,0,3,4,6,Suburban,181,"$58,750"
4410,0,4,5,7,Suburban,"1,074","$71,786"
4411,2,5,5,8,Urban,"1,657","$71,250"
4412,2,4,8,9,Urban,"9,606","$50,614"
4413,0,0,1,3,Rural,137,"$55,083"
4414,0,1,4,6,Suburban,"1,456","$53,750"
4415,0,1,4,5,Suburban,302,"$37,500"
4416,1,3,6,9,Suburban,"5,585","$49,397"
4417,0,1,3,5,Rural,390,"$32,257"
4418,0,3,5,6,Suburban,"1,745","$49,896"
4419,1,3,6,10,Suburban,"2,838","$86,623"
4421,0,1,5,8,Rural,"1,162","$85,556"
4422,0,3,5,7,Suburban,"1,176","$63,333"
4424,0,0,2,3,Rural,872,"$40,098"
4426,0,0,5,6,Rural,"4,733","$45,088"
4427,0,3,7,8,Suburban,"2,878","$53,913"
4428,2,3,5,8,Suburban,"3,496","$61,629"
4429,2,3,5,8,Suburban,"4,875","$80,833"
4430,0,1,1,2,Rural,"1,581","$40,875"
4431,1,3,5,9,Suburban,33,
4434,1,3,6,10,Suburban,"1,124","$72,625"
4435,1,3,6,9,Suburban,"1,111","$60,806"
4438,1,4,7,9,Suburban,"1,244","$64,271"
4441,0,0,0,3,Rural,"1,689","$47,344"
4442,0,0,0,2,Rural,103,
4443,0,0,2,7,Rural,"2,080","$42,969"
4444,2,4,8,10,Urban,"9,189","$92,512"
4448,1,2,4,5,Suburban,"1,418","$44,875"
4449,1,4,6,7,Suburban,"1,138","$46,563"
4450,1,3,7,9,Suburban,"1,441","$68,869"
4451,0,1,1,3,Rural,211,"$27,011"
4453,0,3,4,7,Suburban,733,"$34,417"
4454,0,0,1,3,Rural,26,"$18,542"
4455,0,1,1,4,Rural,755,"$41,316"
4456,2,3,7,10,Suburban,"2,909","$63,500"
4457,1,1,1,3,Rural,"5,709","$38,688"
4459,0,1,1,3,Rural,735,"$44,531"
4460,0,1,1,2,Rural,"1,340","$32,321"
4461,2,5,5,8,Urban,"3,052","$56,303"
4462,0,1,1,3,Suburban,"4,517","$41,521"
4463,0,0,4,5,Rural,"2,830","$50,799"
4464,0,0,2,6,Rural,501,"$49,125"
4468,2,4,5,7,Urban,"9,245","$46,270"
4469,2,5,5,9,Urban,"3,078",
4471,0,1,1,3,Suburban,532,"$37,500"
4472,1,3,6,9,Suburban,"1,935","$58,790"
4473,2,5,7,9,Urban,"8,403","$51,233"
4474,2,4,6,9,Suburban,"3,775","$74,977"
4475,1,3,4,5,Suburban,515,"$43,750"
4476,0,1,4,7,Rural,"1,144","$47,000"
4478,0,0,0,0,Rural,367,"$46,667"
4479,0,1,3,6,Rural,"1,323","$40,375"
4481,0,0,3,5,Rural,521,"$62,917"
4485,0,0,0,3,Rural,174,"$53,000"
4487,0,1,1,4,Rural,819,"$41,500"
4488,1,4,7,10,Suburban,"1,271","$54,028"
4489,2,5,6,9,Urban,296,
4490,0,0,1,3,Rural,244,"$55,938"
4491,0,0,1,2,Rural,162,"$48,125"
4492,0,1,1,2,Rural,88,"$43,750"
4493,1,2,4,5,Suburban,"1,848","$54,327"
4495,0,1,1,4,Rural,392,"$39,531"
4496,1,4,7,9,Suburban,"3,845","$80,958"
4497,0,1,2,3,Suburban,354,"$41,250"
4530,1,6,10,15,Urban,"11,344","$65,486"
4535,0,3,5,12,Rural,743,"$76,563"
