origin,destination,distance_in_time
"38.3839,-97.91005","37.678041,-96.98773",1 hour 24 mins
"38.3839,-97.91005","39.07377,-94.655409",3 hour 8 mins
"38.417885,-94.88344","37.987052,-100.882631",5 hour 46 mins
"38.417885,-94.88344","37.227218,-96.993118",3 hour 0 mins
"38.417885,-94.88344","38.903141,-99.321098",4 hour 16 mins
"38.417885,-94.88344","37.637998,-97.354158",2 hour 38 mins
"38.417885,-94.88344","37.768527,-100.035841",4 hour 55 mins
"38.417885,-94.88344","37.042381,-95.578926",1 hour 59 mins
"38.417885,-94.88344","37.273851,-97.373129",2 hour 56 mins
"38.417885,-94.88344","38.070038,-97.892188",3 hour 0 mins
"38.417885,-94.88344","37.532754,-97.242867",2 hour 45 mins
"38.417885,-94.88344","39.179857,-95.557262",1 hour 33 mins
"38.417885,-94.88344","37.067048,-100.91685",6 hour 0 mins
"38.417885,-94.88344","38.852846,-94.799902",39 mins
"38.417885,-94.88344","37.678041,-96.98773",2 hour 28 mins
"38.417885,-94.88344","39.07377,-94.655409",56 mins
"38.905381,-97.515705","37.987052,-100.882631",3 hour 26 mins
"38.905381,-97.515705","37.227218,-96.993118",2 hour 15 mins
"38.905381,-97.515705","38.903141,-99.321098",1 hour 29 mins
"38.905381,-97.515705","37.637998,-97.354158",1 hour 34 mins
"38.905381,-97.515705","37.768527,-100.035841",2 hour 52 mins
"38.905381,-97.515705","37.042381,-95.578926",3 hour 32 mins
"38.905381,-97.515705","37.273851,-97.373129",1 hour 55 mins
"38.905381,-97.515705","38.070038,-97.892188",1 hour 6 mins
"38.905381,-97.515705","37.532754,-97.242867",1 hour 44 mins
"38.905381,-97.515705","39.179857,-95.557262",1 hour 41 mins
"38.905381,-97.515705","37.067048,-100.91685",4 hour 12 mins
"38.905381,-97.515705","38.852846,-94.799902",2 hour 27 mins
"38.905381,-97.515705","37.678041,-96.98773",1 hour 45 mins
"38.905381,-97.515705","39.07377,-94.655409",2 hour 19 mins
"39.104047,-95.539169","37.987052,-100.882631",5 hour 2 mins
"39.104047,-95.539169","37.227218,-96.993118",2 hour 39 mins
"39.104047,-95.539169","38.903141,-99.321098",3 hour 4 mins
"39.104047,-95.539169","37.637998,-97.354158",2 hour 15 mins
"39.104047,-95.539169","37.768527,-100.035841",4 hour 27 mins
"39.104047,-95.539169","37.042381,-95.578926",2 hour 46 mins
"39.104047,-95.539169","37.273851,-97.373129",2 hour 33 mins
"39.104047,-95.539169","38.070038,-97.892188",2 hour 41 mins
"39.104047,-95.539169","37.532754,-97.242867",2 hour 22 mins
"39.104047,-95.539169","39.179857,-95.557262",12 mins
"39.104047,-95.539169","37.067048,-100.91685",5 hour 37 mins
"39.104047,-95.539169","38.852846,-94.799902",1 hour 6 mins
"39.104047,-95.539169","37.678041,-96.98773",2 hour 4 mins
"39.104047,-95.539169","39.07377,-94.655409",58 mins
"39.059349,-95.72161","37.987052,-100.882631",4 hour 49 mins
"39.059349,-95.72161","37.227218,-96.993118",2 hour 35 mins
"39.059349,-95.72161","38.903141,-99.321098",2 hour 51 mins
"39.059349,-95.72161","37.637998,-97.354158",2 hour 11 mins
"39.059349,-95.72161","37.768527,-100.035841",4 hour 14 mins
"39.059349,-95.72161","37.042381,-95.578926",2 hour 38 mins
"39.059349,-95.72161","37.273851,-97.373129",2 hour 29 mins
"39.059349,-95.72161","38.070038,-97.892188",2 hour 28 mins
"39.059349,-95.72161","37.532754,-97.242867",2 hour 19 mins
"39.059349,-95.72161","39.179857,-95.557262",20 mins
"39.059349,-95.72161","37.067048,-100.91685",5 hour 34 mins
"39.059349,-95.72161","38.852846,-94.799902",1 hour 6 mins
"39.059349,-95.72161","37.678041,-96.98773",2 hour 1 mins
"39.059349,-95.72161","39.07377,-94.655409",58 mins
"39.196032,-96.583875","37.987052,-100.882631",4 hour 19 mins
"39.196032,-96.583875","37.227218,-96.993118",2 hour 42 mins
"39.196032,-96.583875","38.903141,-99.321098",2 hour 21 mins
"39.196032,-96.583875","37.637998,-97.354158",2 hour 16 mins
"39.196032,-96.583875","37.768527,-100.035841",3 hour 44 mins
"39.196032,-96.583875","37.042381,-95.578926",3 hour 25 mins
"39.196032,-96.583875","37.273851,-97.373129",2 hour 36 mins
"39.196032,-96.583875","38.070038,-97.892188",1 hour 58 mins
"39.196032,-96.583875","37.532754,-97.242867",2 hour 25 mins
"39.196032,-96.583875","39.179857,-95.557262",1 hour 12 mins
"39.196032,-96.583875","37.067048,-100.91685",5 hour 5 mins
"39.196032,-96.583875","38.852846,-94.799902",1 hour 59 mins
"39.196032,-96.583875","37.678041,-96.98773",2 hour 9 mins
"39.196032,-96.583875","39.07377,-94.655409",1 hour 51 mins
"37.18649,-82.6971","38.300116,-85.545772",3 hour 42 mins
"37.18649,-82.6971","36.860467,-87.512713",5 hour 25 mins
"37.18649,-82.6971","38.621503,-83.786868",3 hour 19 mins
"37.18649,-82.6971","36.743537,-84.136554",2 hour 19 mins
"37.18649,-82.6971","37.423306,-87.47413",5 hour 34 mins
"37.18649,-82.6971","37.823797,-82.824979",1 hour 23 mins
"37.18649,-82.6971","37.979067,-84.531292",2 hour 58 mins
"37.18649,-82.6971","36.829938,-87.469997",5 hour 24 mins
"37.099564,-83.346784","38.300116,-85.545772",3 hour 9 mins
"37.099564,-83.346784","36.860467,-87.512713",4 hour 32 mins
"37.099564,-83.346784","38.621503,-83.786868",3 hour 1 mins
"37.099564,-83.346784","36.743537,-84.136554",1 hour 36 mins
"37.099564,-83.346784","37.423306,-87.47413",4 hour 41 mins
"37.099564,-83.346784","37.823797,-82.824979",1 hour 39 mins
"37.099564,-83.346784","37.979067,-84.531292",2 hour 20 mins
"37.099564,-83.346784","36.829938,-87.469997",4 hour 31 mins
"36.678703,-86.038273","38.300116,-85.545772",2 hour 21 mins
"36.678703,-86.038273","36.860467,-87.512713",1 hour 50 mins
"36.678703,-86.038273","38.621503,-83.786868",3 hour 56 mins
"36.678703,-86.038273","36.743537,-84.136554",2 hour 50 mins
"36.678703,-86.038273","37.423306,-87.47413",1 hour 59 mins
"36.678703,-86.038273","37.823797,-82.824979",4 hour 30 mins
"36.678703,-86.038273","37.979067,-84.531292",2 hour 46 mins
"36.678703,-86.038273","36.829938,-87.469997",1 hour 49 mins
"37.637433,-84.97602","38.300116,-85.545772",1 hour 28 mins
"37.637433,-84.97602","36.860467,-87.512713",2 hour 53 mins
"37.637433,-84.97602","38.621503,-83.786868",2 hour 14 mins
"37.637433,-84.97602","36.743537,-84.136554",1 hour 47 mins
"37.637433,-84.97602","37.423306,-87.47413",2 hour 39 mins
"37.637433,-84.97602","37.823797,-82.824979",2 hour 58 mins
"37.637433,-84.97602","37.979067,-84.531292",58 mins
"37.637433,-84.97602","36.829938,-87.469997",2 hour 52 mins
"38.279174,-82.896006","38.300116,-85.545772",2 hour 39 mins
"38.279174,-82.896006","36.860467,-87.512713",4 hour 51 mins
"38.279174,-82.896006","38.621503,-83.786868",1 hour 18 mins
"38.279174,-82.896006","36.743537,-84.136554",3 hour 1 mins
"38.279174,-82.896006","37.423306,-87.47413",4 hour 38 mins
"38.279174,-82.896006","37.823797,-82.824979",1 hour 1 mins
"38.279174,-82.896006","37.979067,-84.531292",1 hour 55 mins
"38.279174,-82.896006","36.829938,-87.469997",4 hour 51 mins
"38.016064,-83.771261","38.300116,-85.545772",1 hour 48 mins
"38.016064,-83.771261","36.860467,-87.512713",4 hour 0 mins
"38.016064,-83.771261","38.621503,-83.786868",1 hour 8 mins
"38.016064,-83.771261","36.743537,-84.136554",2 hour 11 mins
"38.016064,-83.771261","37.423306,-87.47413",3 hour 47 mins
"38.016064,-83.771261","37.823797,-82.824979",1 hour 37 mins
"38.016064,-83.771261","37.979067,-84.531292",1 hour 5 mins
"38.016064,-83.771261","36.829938,-87.469997",4 hour 0 mins
"37.10279,-85.908887","38.300116,-85.545772",1 hour 35 mins
"37.10279,-85.908887","36.860467,-87.512713",1 hour 50 mins
"37.10279,-85.908887","38.621503,-83.786868",3 hour 11 mins
"37.10279,-85.908887","36.743537,-84.136554",2 hour 19 mins
"37.10279,-85.908887","37.423306,-87.47413",1 hour 59 mins
"37.10279,-85.908887","37.823797,-82.824979",3 hour 55 mins
"37.10279,-85.908887","37.979067,-84.531292",2 hour 1 mins
"37.10279,-85.908887","36.829938,-87.469997",1 hour 49 mins
"39.015027,-84.773564","38.300116,-85.545772",1 hour 26 mins
"39.015027,-84.773564","36.860467,-87.512713",4 hour 3 mins
"39.015027,-84.773564","38.621503,-83.786868",1 hour 19 mins
"39.015027,-84.773564","36.743537,-84.136554",2 hour 45 mins
"39.015027,-84.773564","37.423306,-87.47413",3 hour 49 mins
"39.015027,-84.773564","37.823797,-82.824979",3 hour 4 mins
"39.015027,-84.773564","37.979067,-84.531292",1 hour 29 mins
"39.015027,-84.773564","36.829938,-87.469997",4 hour 2 mins
"38.423186,-85.454359","38.300116,-85.545772",21 mins
"38.423186,-85.454359","36.860467,-87.512713",2 hour 58 mins
"38.423186,-85.454359","38.621503,-83.786868",2 hour 11 mins
"38.423186,-85.454359","36.743537,-84.136554",2 hour 50 mins
"38.423186,-85.454359","37.423306,-87.47413",2 hour 45 mins
"38.423186,-85.454359","37.823797,-82.824979",3 hour 9 mins
"38.423186,-85.454359","37.979067,-84.531292",1 hour 31 mins
"38.423186,-85.454359","36.829938,-87.469997",2 hour 58 mins
"30.869398,-91.418642","31.291959,-92.513946",2 hour 10 mins
"30.869398,-91.418642","30.763462,-92.689691",2 hour 26 mins
"30.869398,-91.418642","29.934418,-89.923358",2 hour 10 mins
"30.869398,-91.418642","32.560089,-93.648493",3 hour 53 mins
"30.869398,-91.418642","32.984636,-93.462648",4 hour 16 mins
"30.869398,-91.418642","30.02264,-90.268811",1 hour 41 mins
"30.869398,-91.418642","29.808325,-90.816338",1 hour 49 mins
"30.869398,-91.418642","32.515858,-92.188805",2 hour 46 mins
"30.869398,-91.418642","30.23085,-92.364435",1 hour 46 mins
"30.869398,-91.418642","30.020253,-90.239051",1 hour 41 mins
"30.869398,-91.418642","30.318374,-92.030141",1 hour 32 mins
"31.125636,-93.173622","31.291959,-92.513946",45 mins
"31.125636,-93.173622","30.763462,-92.689691",1 hour 16 mins
"31.125636,-93.173622","29.934418,-89.923358",4 hour 14 mins
"31.125636,-93.173622","32.560089,-93.648493",2 hour 14 mins
"31.125636,-93.173622","32.984636,-93.462648",2 hour 59 mins
"31.125636,-93.173622","30.02264,-90.268811",3 hour 45 mins
"31.125636,-93.173622","29.808325,-90.816338",3 hour 48 mins
"31.125636,-93.173622","32.515858,-92.188805",2 hour 35 mins
"31.125636,-93.173622","30.23085,-92.364435",2 hour 5 mins
"31.125636,-93.173622","30.020253,-90.239051",3 hour 44 mins
"31.125636,-93.173622","30.318374,-92.030141",1 hour 58 mins
"31.964848,-92.18248","31.291959,-92.513946",1 hour 2 mins
"31.964848,-92.18248","30.763462,-92.689691",1 hour 49 mins
"31.964848,-92.18248","29.934418,-89.923358",4 hour 20 mins
"31.964848,-92.18248","32.560089,-93.648493",2 hour 7 mins
"31.964848,-92.18248","32.984636,-93.462648",2 hour 22 mins
"31.964848,-92.18248","30.02264,-90.268811",3 hour 51 mins
"31.964848,-92.18248","29.808325,-90.816338",3 hour 55 mins
"31.964848,-92.18248","32.515858,-92.188805",53 mins
"31.964848,-92.18248","30.23085,-92.364435",2 hour 22 mins
"31.964848,-92.18248","30.020253,-90.239051",3 hour 51 mins
"31.964848,-92.18248","30.318374,-92.030141",2 hour 5 mins
"32.502833,-92.094583","31.291959,-92.513946",1 hour 46 mins
"32.502833,-92.094583","30.763462,-92.689691",2 hour 34 mins
"32.502833,-92.094583","29.934418,-89.923358",4 hour 34 mins
"32.502833,-92.094583","32.560089,-93.648493",1 hour 22 mins
"32.502833,-92.094583","32.984636,-93.462648",1 hour 37 mins
"32.502833,-92.094583","30.02264,-90.268811",4 hour 5 mins
"32.502833,-92.094583","29.808325,-90.816338",4 hour 21 mins
"32.502833,-92.094583","32.515858,-92.188805",8 mins
"32.502833,-92.094583","30.23085,-92.364435",3 hour 6 mins
"32.502833,-92.094583","30.020253,-90.239051",4 hour 4 mins
"32.502833,-92.094583","30.318374,-92.030141",2 hour 49 mins
"30.488289,-91.072704","31.291959,-92.513946",2 hour 12 mins
"30.488289,-91.072704","30.763462,-92.689691",2 hour 18 mins
"30.488289,-91.072704","29.934418,-89.923358",1 hour 42 mins
"30.488289,-91.072704","32.560089,-93.648493",3 hour 56 mins
"30.488289,-91.072704","32.984636,-93.462648",4 hour 42 mins
"30.488289,-91.072704","30.02264,-90.268811",1 hour 13 mins
"30.488289,-91.072704","29.808325,-90.816338",1 hour 21 mins
"30.488289,-91.072704","32.515858,-92.188805",3 hour 25 mins
"30.488289,-91.072704","30.23085,-92.364435",1 hour 23 mins
"30.488289,-91.072704","30.020253,-90.239051",1 hour 13 mins
"30.488289,-91.072704","30.318374,-92.030141",1 hour 9 mins
"39.41678,-75.77827","39.498677,-76.384934",1 hour 8 mins
"39.41678,-75.77827","39.195733,-76.819914",1 hour 32 mins
"39.41678,-75.77827","39.399053,-76.935136",1 hour 47 mins
"39.41678,-75.77827","39.121745,-76.4953",1 hour 18 mins
"39.41678,-75.77827","39.394247,-76.580122",1 hour 20 mins
"39.60315,-76.47534","39.498677,-76.384934",20 mins
"39.60315,-76.47534","39.195733,-76.819914",57 mins
"39.60315,-76.47534","39.399053,-76.935136",58 mins
"39.60315,-76.47534","39.121745,-76.4953",1 hour 4 mins
"39.60315,-76.47534","39.394247,-76.580122",34 mins
"39.482208,-77.246761","39.498677,-76.384934",1 hour 15 mins
"39.482208,-77.246761","39.195733,-76.819914",43 mins
"39.482208,-77.246761","39.399053,-76.935136",26 mins
"39.482208,-77.246761","39.121745,-76.4953",59 mins
"39.482208,-77.246761","39.394247,-76.580122",56 mins
"39.284707,-76.620489","39.498677,-76.384934",33 mins
"39.284707,-76.620489","39.195733,-76.819914",19 mins
"39.284707,-76.620489","39.399053,-76.935136",33 mins
"39.284707,-76.620489","39.121745,-76.4953",25 mins
"39.284707,-76.620489","39.394247,-76.580122",24 mins
"38.817263,-76.935795","39.498677,-76.384934",1 hour 20 mins
"38.817263,-76.935795","39.195733,-76.819914",46 mins
"38.817263,-76.935795","39.399053,-76.935136",1 hour 7 mins
"38.817263,-76.935795","39.121745,-76.4953",57 mins
"38.817263,-76.935795","39.394247,-76.580122",1 hour 12 mins
"42.47954,-72.59468","42.448752,-70.96091",2 hour 9 mins
"42.182798,-71.196277","42.448752,-70.96091",48 mins
"42.79414,-70.971068","42.448752,-70.96091",42 mins
"42.631849,-71.295785","42.448752,-70.96091",49 mins
"42.267248,-71.016742","42.448752,-70.96091",33 mins
"42.61176,-71.565269","42.448752,-70.96091",1 hour 4 mins
"45.756636,-86.586125","43.379171,-84.677616",4 hour 26 mins
"45.756636,-86.586125","45.350236,-84.973224",2 hour 49 mins
"45.756636,-86.586125","44.254592,-84.224961",3 hour 44 mins
"45.756636,-86.586125","42.999959,-83.764461",4 hour 59 mins
"45.756636,-86.586125","42.630473,-83.987092",5 hour 34 mins
"45.756636,-86.586125","42.867783,-85.672724",5 hour 30 mins
"45.756636,-86.586125","43.409818,-86.308947",5 hour 46 mins
"45.756636,-86.586125","43.406281,-84.666616",4 hour 22 mins
"45.756636,-86.586125","42.329186,-85.510613",6 hour 13 mins
"46.074658,-85.733841","43.379171,-84.677616",3 hour 31 mins
"46.074658,-85.733841","45.350236,-84.973224",1 hour 54 mins
"46.074658,-85.733841","44.254592,-84.224961",2 hour 50 mins
"46.074658,-85.733841","42.999959,-83.764461",4 hour 4 mins
"46.074658,-85.733841","42.630473,-83.987092",4 hour 39 mins
"46.074658,-85.733841","42.867783,-85.672724",4 hour 35 mins
"46.074658,-85.733841","43.409818,-86.308947",4 hour 51 mins
"46.074658,-85.733841","43.406281,-84.666616",3 hour 27 mins
"46.074658,-85.733841","42.329186,-85.510613",5 hour 18 mins
"47.072716,-88.634939","43.379171,-84.677616",6 hour 57 mins
"47.072716,-88.634939","45.350236,-84.973224",5 hour 20 mins
"47.072716,-88.634939","44.254592,-84.224961",6 hour 15 mins
"47.072716,-88.634939","42.999959,-83.764461",7 hour 30 mins
"47.072716,-88.634939","42.630473,-83.987092",8 hour 5 mins
"47.072716,-88.634939","42.867783,-85.672724",8 hour 1 mins
"47.072716,-88.634939","43.409818,-86.308947",8 hour 17 mins
"47.072716,-88.634939","43.406281,-84.666616",6 hour 53 mins
"47.072716,-88.634939","42.329186,-85.510613",8 hour 44 mins
"43.345831,-86.327092","43.379171,-84.677616",1 hour 50 mins
"43.345831,-86.327092","45.350236,-84.973224",3 hour 20 mins
"43.345831,-86.327092","44.254592,-84.224961",3 hour 0 mins
"43.345831,-86.327092","42.999959,-83.764461",2 hour 23 mins
"43.345831,-86.327092","42.630473,-83.987092",2 hour 14 mins
"43.345831,-86.327092","42.867783,-85.672724",56 mins
"43.345831,-86.327092","43.409818,-86.308947",10 mins
"43.345831,-86.327092","43.406281,-84.666616",1 hour 48 mins
"43.345831,-86.327092","42.329186,-85.510613",1 hour 39 mins
"42.0413,-83.428904","43.379171,-84.677616",2 hour 18 mins
"42.0413,-83.428904","45.350236,-84.973224",4 hour 11 mins
"42.0413,-83.428904","44.254592,-84.224961",2 hour 38 mins
"42.0413,-83.428904","42.999959,-83.764461",1 hour 25 mins
"42.0413,-83.428904","42.630473,-83.987092",1 hour 8 mins
"42.0413,-83.428904","42.867783,-85.672724",2 hour 30 mins
"42.0413,-83.428904","43.409818,-86.308947",3 hour 12 mins
"42.0413,-83.428904","43.406281,-84.666616",2 hour 15 mins
"42.0413,-83.428904","42.329186,-85.510613",2 hour 8 mins
"44.280319,-85.710694","43.379171,-84.677616",1 hour 37 mins
"44.280319,-85.710694","45.350236,-84.973224",1 hour 54 mins
"44.280319,-85.710694","44.254592,-84.224961",1 hour 37 mins
"44.280319,-85.710694","42.999959,-83.764461",2 hour 23 mins
"44.280319,-85.710694","42.630473,-83.987092",2 hour 44 mins
"44.280319,-85.710694","42.867783,-85.672724",1 hour 42 mins
"44.280319,-85.710694","43.409818,-86.308947",1 hour 35 mins
"44.280319,-85.710694","43.406281,-84.666616",1 hour 33 mins
"44.280319,-85.710694","42.329186,-85.510613",2 hour 25 mins
"43.026326,-82.929772","43.379171,-84.677616",2 hour 1 mins
"43.026326,-82.929772","45.350236,-84.973224",3 hour 31 mins
"43.026326,-82.929772","44.254592,-84.224961",1 hour 58 mins
"43.026326,-82.929772","42.999959,-83.764461",47 mins
"43.026326,-82.929772","42.630473,-83.987092",1 hour 21 mins
"43.026326,-82.929772","42.867783,-85.672724",2 hour 15 mins
"43.026326,-82.929772","43.409818,-86.308947",2 hour 57 mins
"43.026326,-82.929772","43.406281,-84.666616",1 hour 58 mins
"43.026326,-82.929772","42.329186,-85.510613",2 hour 36 mins
"42.982578,-84.184937","43.379171,-84.677616",54 mins
"42.982578,-84.184937","45.350236,-84.973224",3 hour 3 mins
"42.982578,-84.184937","44.254592,-84.224961",1 hour 45 mins
"42.982578,-84.184937","42.999959,-83.764461",31 mins
"42.982578,-84.184937","42.630473,-83.987092",43 mins
"42.982578,-84.184937","42.867783,-85.672724",1 hour 22 mins
"42.982578,-84.184937","43.409818,-86.308947",2 hour 4 mins
"42.982578,-84.184937","43.406281,-84.666616",51 mins
"42.982578,-84.184937","42.329186,-85.510613",1 hour 44 mins
"42.43309,-82.92408","43.379171,-84.677616",2 hour 13 mins
"42.43309,-82.92408","45.350236,-84.973224",3 hour 53 mins
"42.43309,-82.92408","44.254592,-84.224961",2 hour 20 mins
"42.43309,-82.92408","42.999959,-83.764461",1 hour 7 mins
"42.43309,-82.92408","42.630473,-83.987092",1 hour 4 mins
"42.43309,-82.92408","42.867783,-85.672724",2 hour 25 mins
"42.43309,-82.92408","43.409818,-86.308947",3 hour 7 mins
"42.43309,-82.92408","43.406281,-84.666616",2 hour 10 mins
"42.43309,-82.92408","42.329186,-85.510613",2 hour 17 mins
"43.529339,-83.762898","43.379171,-84.677616",1 hour 14 mins
"43.529339,-83.762898","45.350236,-84.973224",2 hour 33 mins
"43.529339,-83.762898","44.254592,-84.224961",1 hour 0 mins
"43.529339,-83.762898","42.999959,-83.764461",45 mins
"43.529339,-83.762898","42.630473,-83.987092",1 hour 22 mins
"43.529339,-83.762898","42.867783,-85.672724",2 hour 16 mins
"43.529339,-83.762898","43.409818,-86.308947",2 hour 53 mins
"43.529339,-83.762898","43.406281,-84.666616",1 hour 12 mins
"43.529339,-83.762898","42.329186,-85.510613",2 hour 38 mins
"42.647831,-83.355433","43.379171,-84.677616",1 hour 57 mins
"42.647831,-83.355433","45.350236,-84.973224",3 hour 27 mins
"42.647831,-83.355433","44.254592,-84.224961",1 hour 54 mins
"42.647831,-83.355433","42.999959,-83.764461",42 mins
"42.647831,-83.355433","42.630473,-83.987092",48 mins
"42.647831,-83.355433","42.867783,-85.672724",2 hour 10 mins
"42.647831,-83.355433","43.409818,-86.308947",2 hour 52 mins
"42.647831,-83.355433","43.406281,-84.666616",1 hour 53 mins
"42.647831,-83.355433","42.329186,-85.510613",2 hour 19 mins
